"year","id","re","treat","age","education","black","hispanic","married","nodegree","u74","u75","uniqueid"
1978,33,1574.42,1,25,11,1,0,1,1,1,1,"33-1978"
1978,34,0,1,20,12,1,0,0,0,1,1,"34-1978"
1978,35,3191.75,1,25,12,1,0,0,0,1,1,"35-1978"
1978,36,20505.9,1,42,14,1,0,0,0,1,1,"36-1978"
1978,37,6181.88,1,25,5,1,0,0,1,1,1,"37-1978"
1978,38,5911.55,1,23,12,1,0,1,0,1,1,"38-1978"
1978,39,3094.16,1,46,8,1,0,1,1,1,1,"39-1978"
1978,40,0,1,24,10,1,0,0,1,1,1,"40-1978"
1978,41,1254.58,1,21,12,1,0,0,0,1,1,"41-1978"
1978,42,13188.8,1,19,9,0,0,0,1,1,1,"42-1978"
1978,43,8061.49,1,17,8,1,0,0,1,1,1,"43-1978"
1978,44,2787.96,1,18,8,0,1,1,1,1,1,"44-1978"
1978,45,3972.54,1,20,11,1,0,0,1,1,1,"45-1978"
1978,46,0,1,25,11,1,0,1,1,1,1,"46-1978"
1978,47,0,1,17,8,1,0,0,1,1,1,"47-1978"
1978,48,0,1,17,9,1,0,0,1,1,1,"48-1978"
1978,49,12187.4,1,25,5,1,0,0,1,1,1,"49-1978"
1978,50,4843.18,1,23,12,1,0,0,0,1,1,"50-1978"
1978,51,0,1,28,8,1,0,0,1,1,1,"51-1978"
1978,52,8087.49,1,31,11,1,0,1,1,1,1,"52-1978"
1978,53,0,1,18,11,1,0,0,1,1,1,"53-1978"
1978,54,2348.97,1,25,12,1,0,0,0,1,1,"54-1978"
1978,55,590.782,1,30,11,1,0,1,1,1,1,"55-1978"
1978,56,0,1,17,10,1,0,0,1,1,1,"56-1978"
1978,57,1067.51,1,37,9,1,0,0,1,1,1,"57-1978"
1978,58,7284.99,1,41,4,1,0,1,1,1,1,"58-1978"
1978,59,13167.5,1,42,14,1,0,1,0,1,1,"59-1978"
1978,60,1048.43,1,22,11,0,0,0,1,1,1,"60-1978"
1978,61,0,1,17,8,1,0,0,1,1,1,"61-1978"
1978,62,1923.94,1,29,8,1,0,0,1,1,1,"62-1978"
1978,63,4666.24,1,35,10,1,0,0,1,1,1,"63-1978"
1978,64,549.298,1,27,11,1,0,0,1,1,1,"64-1978"
1978,65,762.915,1,29,4,1,0,0,1,1,1,"65-1978"
1978,66,10694.3,1,28,9,1,0,0,1,1,1,"66-1978"
1978,67,0,1,27,11,1,0,0,1,1,1,"67-1978"
1978,68,0,1,23,7,0,0,0,1,1,1,"68-1978"
1978,69,8546.72,1,45,5,1,0,1,1,1,1,"69-1978"
1978,70,7479.66,1,29,13,1,0,0,0,1,1,"70-1978"
1978,71,0,1,27,9,1,0,0,1,1,1,"71-1978"
1978,72,647.205,1,46,13,1,0,0,0,1,1,"72-1978"
1978,73,0,1,18,6,1,0,0,1,1,1,"73-1978"
1978,74,11965.8,1,25,12,1,0,0,0,1,1,"74-1978"
1978,75,9598.54,1,28,15,1,0,0,0,1,1,"75-1978"
1978,76,18783.4,1,25,11,0,0,0,1,1,1,"76-1978"
1978,77,18678.1,1,22,12,1,0,0,0,1,1,"77-1978"
1978,78,0,1,21,9,1,0,0,1,1,1,"78-1978"
1978,79,23005.6,1,40,11,1,0,0,1,1,1,"79-1978"
1978,80,6456.7,1,22,11,1,0,0,1,1,1,"80-1978"
1978,81,0,1,25,12,1,0,0,0,1,1,"81-1978"
1978,82,2321.11,1,18,12,1,0,0,0,1,1,"82-1978"
1978,83,4941.85,1,38,12,0,0,0,0,1,1,"83-1978"
1978,84,0,1,27,13,1,0,0,0,1,1,"84-1978"
1978,85,0,1,27,8,1,0,0,1,1,1,"85-1978"
1978,86,0,1,38,11,1,0,0,1,1,1,"86-1978"
1978,87,3881.28,1,23,8,0,1,0,1,1,1,"87-1978"
1978,88,17231,1,26,11,1,0,0,1,1,1,"88-1978"
1978,89,8048.6,1,21,12,0,0,0,0,1,1,"89-1978"
1978,90,0,1,25,8,1,0,0,1,1,1,"90-1978"
1978,91,14509.9,1,31,11,1,0,1,1,1,1,"91-1978"
1978,92,0,1,17,10,1,0,0,1,1,1,"92-1978"
1978,93,0,1,25,11,1,0,0,1,1,1,"93-1978"
1978,94,9983.78,1,21,12,1,0,0,0,1,1,"94-1978"
1978,95,0,1,44,11,1,0,0,1,1,1,"95-1978"
1978,96,5587.5,1,25,12,0,0,0,0,1,1,"96-1978"
1978,97,4482.85,1,18,9,1,0,0,1,1,1,"97-1978"
1978,98,2456.15,1,42,12,1,0,0,0,1,1,"98-1978"
1978,99,0,1,25,10,1,0,0,1,1,1,"99-1978"
1978,100,26817.6,1,31,9,0,1,0,1,1,1,"100-1978"
1978,101,0,1,24,10,1,0,0,1,1,1,"101-1978"
1978,102,9265.79,1,26,10,1,0,0,1,1,1,"102-1978"
1978,103,485.23,1,25,11,1,0,0,1,1,1,"103-1978"
1978,104,4814.63,1,18,11,1,0,0,1,1,1,"104-1978"
1978,105,7458.11,1,19,11,1,0,0,1,1,1,"105-1978"
1978,106,0,1,43,9,1,0,0,1,1,1,"106-1978"
1978,107,34099.3,1,27,13,1,0,0,0,1,1,"107-1978"
1978,108,1953.27,1,17,9,1,0,0,1,1,1,"108-1978"
1978,109,0,1,30,11,1,0,0,1,1,1,"109-1978"
1978,110,0,1,26,10,1,0,1,1,0,1,"110-1978"
1978,111,8881.67,1,20,9,1,0,0,1,0,1,"111-1978"
1978,112,6210.67,1,17,9,0,1,0,1,0,0,"112-1978"
1978,113,0,1,20,12,1,0,0,0,0,0,"113-1978"
1978,114,929.884,1,18,11,1,0,0,1,0,0,"114-1978"
1978,115,0,1,27,12,1,0,1,0,0,0,"115-1978"
1978,116,12558,1,21,12,0,0,0,0,0,0,"116-1978"
1978,117,22163.3,1,27,12,1,0,0,0,0,0,"117-1978"
1978,118,1652.64,1,20,12,1,0,0,0,1,0,"118-1978"
1978,119,8124.72,1,19,10,1,0,0,1,1,0,"119-1978"
1978,120,671.332,1,23,12,1,0,0,0,0,0,"120-1978"
1978,121,17815,1,29,14,1,0,0,0,1,0,"121-1978"
1978,122,9737.15,1,18,10,1,0,0,1,1,0,"122-1978"
1978,123,17685.2,1,19,9,1,0,0,1,1,0,"123-1978"
1978,124,0,1,27,13,0,0,1,0,0,0,"124-1978"
1978,125,4321.71,1,18,11,0,0,0,1,0,0,"125-1978"
1978,126,1773.42,1,27,9,1,0,1,1,1,0,"126-1978"
1978,127,0,1,22,12,1,0,0,0,0,0,"127-1978"
1978,128,11233.3,1,23,10,1,0,1,1,1,0,"128-1978"
1978,129,559.443,1,23,12,0,1,0,0,0,0,"129-1978"
1978,130,1085.44,1,20,11,1,0,0,1,0,0,"130-1978"
1978,131,5445.2,1,17,9,1,0,0,1,0,0,"131-1978"
1978,132,60307.9,1,28,11,1,0,0,1,1,0,"132-1978"
1978,133,1460.36,1,26,11,1,0,1,1,1,0,"133-1978"
1978,134,6943.34,1,20,11,1,0,0,1,0,0,"134-1978"
1978,135,4032.71,1,24,11,1,0,1,1,0,0,"135-1978"
1978,136,10363.3,1,31,9,1,0,0,1,1,0,"136-1978"
1978,137,4232.31,1,23,8,0,0,1,1,1,0,"137-1978"
1978,138,11141.4,1,18,10,1,0,0,1,0,0,"138-1978"
1978,139,0,1,29,12,1,0,0,0,0,0,"139-1978"
1978,140,13385.9,1,26,11,0,0,0,1,1,0,"140-1978"
1978,141,4849.56,1,24,9,1,0,0,1,0,0,"141-1978"
1978,142,0,1,25,12,1,0,0,0,0,0,"142-1978"
1978,143,1660.51,1,24,10,1,0,0,1,0,0,"143-1978"
1978,144,0,1,46,8,1,0,0,1,0,0,"144-1978"
1978,145,2484.55,1,31,12,0,0,0,0,1,0,"145-1978"
1978,146,4146.6,1,19,11,1,0,0,1,0,0,"146-1978"
1978,147,9970.68,1,19,8,1,0,0,1,1,0,"147-1978"
1978,148,0,1,27,11,1,0,0,1,0,0,"148-1978"
1978,149,26372.3,1,26,11,1,0,1,1,1,0,"149-1978"
1978,150,5615.19,1,20,10,1,0,0,1,0,0,"150-1978"
1978,151,3196.57,1,28,10,1,0,0,1,1,0,"151-1978"
1978,152,6167.68,1,24,12,1,0,0,0,0,0,"152-1978"
1978,153,7535.94,1,19,8,1,0,0,1,0,0,"153-1978"
1978,154,8484.24,1,23,12,1,0,0,0,0,0,"154-1978"
1978,155,1294.41,1,42,9,1,0,1,1,1,0,"155-1978"
1978,156,0,1,25,13,1,0,0,0,0,0,"156-1978"
1978,157,5010.34,1,18,9,1,0,0,1,1,0,"157-1978"
1978,158,9371.04,1,21,12,1,0,0,0,0,0,"158-1978"
1978,159,0,1,27,10,1,0,0,1,0,0,"159-1978"
1978,160,4279.61,1,21,8,1,0,0,1,0,0,"160-1978"
1978,161,3462.56,1,22,9,1,0,0,1,0,0,"161-1978"
1978,162,7382.55,1,31,4,1,0,0,1,0,0,"162-1978"
1978,163,0,1,24,10,1,0,1,1,0,0,"163-1978"
1978,164,0,1,29,10,1,0,0,1,1,0,"164-1978"
1978,165,10976.5,1,29,12,1,0,0,0,0,0,"165-1978"
1978,166,13829.6,1,19,10,0,0,0,1,1,0,"166-1978"
1978,167,6788.46,1,19,11,0,1,1,1,0,0,"167-1978"
1978,168,9558.5,1,31,9,1,0,0,1,0,0,"168-1978"
1978,169,13228.3,1,22,10,1,0,1,1,0,0,"169-1978"
1978,170,743.667,1,21,9,1,0,0,1,0,0,"170-1978"
1978,171,5522.79,1,17,10,1,0,0,1,0,0,"171-1978"
1978,172,1424.94,1,26,12,1,0,1,0,0,0,"172-1978"
1978,173,1358.64,1,20,9,0,1,0,1,0,0,"173-1978"
1978,174,0,1,19,10,1,0,0,1,0,0,"174-1978"
1978,175,672.877,1,26,10,1,0,0,1,0,0,"175-1978"
1978,176,0,1,28,11,1,0,0,1,0,0,"176-1978"
1978,177,10092.8,1,22,12,0,1,1,0,0,0,"177-1978"
1978,178,6281.43,1,33,11,1,0,0,1,1,0,"178-1978"
1978,179,12590.7,1,22,12,0,0,0,0,0,0,"179-1978"
1978,180,5112.01,1,29,10,0,1,0,1,1,0,"180-1978"
1978,181,15952.6,1,33,12,1,0,1,0,0,0,"181-1978"
1978,182,36647,1,25,14,1,0,1,0,0,0,"182-1978"
1978,183,12804,1,35,9,1,0,1,1,0,0,"183-1978"
1978,184,3786.63,1,35,8,1,0,1,1,0,0,"184-1978"
1978,185,4181.94,1,33,11,1,0,1,1,0,0,"185-1978"
1978,11000,0,0,47,12,0,0,0,0,1,1,"11000-1978"
1978,2491,0,0,50,12,1,0,1,0,1,1,"2491-1978"
1978,3100,0,0,44,12,0,0,0,0,1,1,"3100-1978"
1978,4100,0,0,28,12,1,0,1,0,1,1,"4100-1978"
1978,5100,0,0,54,12,0,0,1,0,1,1,"5100-1978"
1978,6100,0,0,55,12,0,1,1,0,1,1,"6100-1978"
1978,7100,0,0,47,12,0,0,1,0,1,1,"7100-1978"
1978,8100,0,0,25,12,1,0,0,0,1,1,"8100-1978"
1978,9100,0,0,44,12,0,0,1,0,1,1,"9100-1978"
1978,10100,0,0,50,12,1,0,1,0,1,1,"10100-1978"
1978,11100,4728.72509765625,0,23,12,1,0,0,0,1,1,"11100-1978"
1978,12100,0,0,49,14,0,0,1,0,1,1,"12100-1978"
1978,13100,0,0,55,14,0,0,1,0,1,1,"13100-1978"
1978,14100,0,0,34,14,1,0,1,0,1,1,"14100-1978"
1978,15100,11821.8134765625,0,34,16,0,0,1,0,1,1,"15100-1978"
1978,16100,0,0,55,13,0,1,1,0,1,1,"16100-1978"
1978,17100,0,0,52,12,0,0,1,0,1,1,"17100-1978"
1978,18100,0,0,52,15,0,0,1,0,1,1,"18100-1978"
1978,19100,0,0,30,16,0,0,1,0,1,1,"19100-1978"
1978,20100,0,0,21,12,0,0,0,0,1,1,"20100-1978"
1978,21100,0,0,30,17,0,0,0,0,1,1,"21100-1978"
1978,22100,0,0,44,12,0,0,1,0,1,1,"22100-1978"
1978,23100,0,0,46,12,0,0,0,0,1,1,"23100-1978"
1978,2492,0,0,53,17,0,0,1,0,1,1,"2492-1978"
1978,2510,9014.1318359375,0,26,16,0,0,0,0,1,1,"2510-1978"
1978,2610,13299.5390625,0,49,12,0,0,1,0,1,1,"2610-1978"
1978,2710,1921.04455566406,0,39,15,0,0,1,0,1,1,"2710-1978"
1978,2810,11821.8134765625,0,26,17,0,0,1,0,1,1,"2810-1978"
1978,2910,0,0,32,16,0,0,1,0,1,1,"2910-1978"
1978,3010,0,0,34,12,0,0,1,0,1,1,"3010-1978"
1978,3110,0,0,31,14,0,0,1,0,1,1,"3110-1978"
1978,3210,8866.359375,0,39,17,0,1,1,0,1,1,"3210-1978"
1978,3310,0,0,40,17,0,0,1,0,1,1,"3310-1978"
1978,3410,0,0,31,12,0,0,1,0,1,1,"3410-1978"
1978,3510,28076.8046875,0,27,13,0,0,1,0,1,1,"3510-1978"
1978,3610,0,0,48,12,0,0,1,0,1,1,"3610-1978"
1978,3710,0,0,41,13,0,0,1,0,1,1,"3710-1978"
1978,3810,0,0,26,14,0,0,0,0,1,1,"3810-1978"
1978,3910,0,0,50,17,0,0,0,0,1,1,"3910-1978"
1978,4010,12930.1083984375,0,48,12,0,0,1,0,1,1,"4010-1978"
1978,4110,0,0,45,16,0,0,1,0,1,1,"4110-1978"
1978,4210,0,0,37,13,0,0,1,0,1,1,"4210-1978"
1978,4310,0,0,33,12,0,0,1,0,1,1,"4310-1978"
1978,4410,0,0,31,12,0,0,1,0,1,1,"4410-1978"
1978,4510,17732.71875,0,36,12,1,0,1,0,1,1,"4510-1978"
1978,4610,0,0,44,13,0,0,1,0,1,1,"4610-1978"
1978,4710,0,0,28,17,0,0,1,0,1,1,"4710-1978"
1978,4810,0,0,30,17,0,0,1,0,1,1,"4810-1978"
1978,4910,0,0,42,16,0,0,1,0,1,1,"4910-1978"
1978,5010,0,0,30,12,0,0,1,0,1,1,"5010-1978"
1978,5110,0,0,27,16,0,0,1,0,1,1,"5110-1978"
1978,5210,0,0,37,12,0,0,1,0,1,1,"5210-1978"
1978,5310,0,0,37,12,0,0,1,0,1,1,"5310-1978"
1978,5410,22165.8984375,0,45,12,0,0,1,0,1,1,"5410-1978"
1978,5510,0,0,35,16,0,0,1,0,1,1,"5510-1978"
1978,5610,66497.6953125,0,37,17,0,0,1,0,1,1,"5610-1978"
1978,5710,0,0,27,17,0,0,1,0,1,1,"5710-1978"
1978,5810,0,0,47,14,0,0,1,0,1,1,"5810-1978"
1978,5910,0,0,48,12,0,0,1,0,1,1,"5910-1978"
1978,6010,0,0,42,12,0,0,1,0,1,1,"6010-1978"
1978,6110,0,0,43,12,0,0,1,0,1,1,"6110-1978"
1978,6210,0,0,46,12,0,0,1,0,1,1,"6210-1978"
1978,6310,0,0,46,12,0,0,1,0,1,1,"6310-1978"
1978,6410,0,0,46,12,0,0,1,0,1,1,"6410-1978"
1978,6510,8396.4423828125,0,29,16,0,0,1,0,1,1,"6510-1978"
1978,6610,0,0,39,13,0,0,1,0,1,1,"6610-1978"
1978,6710,0,0,32,12,0,0,1,0,1,1,"6710-1978"
1978,6810,0,0,48,16,0,0,1,0,1,1,"6810-1978"
1978,6910,0,0,48,16,0,0,1,0,1,1,"6910-1978"
1978,7010,0,0,41,13,0,0,1,0,1,1,"7010-1978"
1978,7110,0,0,42,13,0,0,1,0,1,1,"7110-1978"
1978,7210,0,0,42,13,0,0,1,0,1,1,"7210-1978"
1978,7310,0,0,42,13,0,0,1,0,1,1,"7310-1978"
1978,7410,0,0,54,13,0,0,1,0,1,1,"7410-1978"
1978,7510,0,0,29,14,0,0,1,0,1,1,"7510-1978"
1978,7610,0,0,54,12,0,0,1,0,1,1,"7610-1978"
1978,7710,0,0,54,12,0,0,1,0,1,1,"7710-1978"
1978,7810,0,0,26,14,0,0,1,0,1,1,"7810-1978"
1978,7910,36943.1640625,0,43,17,0,0,1,0,1,1,"7910-1978"
1978,8010,0,0,54,12,0,0,1,0,1,1,"8010-1978"
1978,8110,0,0,37,12,0,0,1,0,1,1,"8110-1978"
1978,8210,0,0,54,16,0,0,1,0,1,1,"8210-1978"
1978,8310,0,0,48,17,0,0,1,0,1,1,"8310-1978"
1978,8410,0,0,44,12,0,0,1,0,1,1,"8410-1978"
1978,8510,0,0,54,12,0,0,1,0,1,1,"8510-1978"
1978,8610,0,0,38,12,0,0,1,0,1,1,"8610-1978"
1978,8710,0,0,37,13,0,0,1,0,1,1,"8710-1978"
1978,8810,0,0,27,17,0,0,1,0,1,1,"8810-1978"
1978,8910,0,0,51,12,0,0,1,0,1,1,"8910-1978"
1978,9010,0,0,39,12,0,0,1,0,1,1,"9010-1978"
1978,9110,0,0,55,14,0,0,1,0,1,1,"9110-1978"
1978,9210,0,0,54,13,0,0,1,0,1,1,"9210-1978"
1978,9310,0,0,54,13,0,0,1,0,1,1,"9310-1978"
1978,9410,0,0,34,12,0,0,1,0,1,1,"9410-1978"
1978,9510,0,0,50,14,0,0,1,0,1,1,"9510-1978"
1978,9610,0,0,50,12,0,0,1,0,1,1,"9610-1978"
1978,9710,3657.37329101562,0,21,14,0,1,0,0,1,0,"9710-1978"
1978,9810,0,0,26,12,0,0,1,0,1,0,"9810-1978"
1978,9910,2659.90771484375,0,21,13,0,0,0,0,1,0,"9910-1978"
1978,10010,0,0,23,16,0,0,1,0,1,0,"10010-1978"
1978,10110,14777.265625,0,21,15,0,0,0,0,1,0,"10110-1978"
1978,10210,5319.81591796875,0,23,14,0,0,0,0,1,0,"10210-1978"
1978,10310,0,0,27,16,0,0,1,0,1,0,"10310-1978"
1978,10410,26599.078125,0,25,12,0,0,1,0,1,0,"10410-1978"
1978,10510,7388.6328125,0,27,17,0,0,0,0,1,0,"10510-1978"
1978,10610,10344.0859375,0,55,12,0,0,1,0,1,0,"10610-1978"
1978,10710,0,0,20,12,0,0,1,0,1,0,"10710-1978"
1978,10810,19210.4453125,0,18,12,0,0,1,0,1,0,"10810-1978"
1978,10910,20688.171875,0,27,12,0,0,1,0,1,0,"10910-1978"
1978,11010,36943.1640625,0,28,16,0,0,1,0,1,0,"11010-1978"
1978,11110,11821.8134765625,0,36,12,1,0,1,0,1,0,"11110-1978"
1978,11210,20688.171875,0,33,13,1,0,1,0,1,0,"11210-1978"
1978,11310,0,0,36,12,0,0,1,0,1,0,"11310-1978"
1978,11410,29554.53125,0,27,13,0,0,1,0,1,0,"11410-1978"
1978,11510,17732.71875,0,45,17,0,0,1,0,1,0,"11510-1978"
1978,11610,17732.71875,0,45,17,0,0,1,0,1,0,"11610-1978"
1978,11710,17732.71875,0,45,17,0,0,1,0,1,0,"11710-1978"
1978,11810,0,0,31,12,0,0,1,0,1,0,"11810-1978"
1978,11910,63542.2421875,0,34,12,0,0,1,0,1,0,"11910-1978"
1978,12010,63542.2421875,0,34,12,0,0,1,0,1,0,"12010-1978"
1978,12110,22165.8984375,0,47,14,0,0,1,0,1,0,"12110-1978"
1978,12210,17732.71875,0,35,16,0,0,1,0,1,0,"12210-1978"
1978,12310,29554.53125,0,43,17,0,0,1,0,1,0,"12310-1978"
1978,12410,1220.60217285156,0,25,12,1,0,1,0,1,0,"12410-1978"
1978,12510,22313.671875,0,29,15,0,0,0,0,1,0,"12510-1978"
1978,12610,20688.171875,0,31,12,0,0,1,0,1,0,"12610-1978"
1978,12710,22165.8984375,0,52,12,0,0,1,0,1,0,"12710-1978"
1978,12810,32509.984375,0,22,16,0,0,0,0,1,0,"12810-1978"
1978,12910,28076.8046875,0,53,15,0,0,1,0,1,0,"12910-1978"
1978,13010,36898.83203125,0,29,17,0,0,1,0,1,0,"13010-1978"
1978,13110,39898.6171875,0,31,13,0,0,1,0,1,0,"13110-1978"
1978,13210,29554.53125,0,35,12,0,0,1,0,1,0,"13210-1978"
1978,13310,23643.625,0,29,16,0,0,1,0,1,0,"13310-1978"
1978,13410,31032.2578125,0,39,12,0,0,1,0,1,0,"13410-1978"
1978,13510,0,0,37,14,0,0,1,0,1,0,"13510-1978"
1978,13610,22165.8984375,0,30,14,0,0,1,0,1,0,"13610-1978"
1978,13710,41376.34375,0,43,17,0,0,1,0,1,0,"13710-1978"
1978,13810,39898.6171875,0,32,17,0,0,1,0,1,0,"13810-1978"
1978,13910,81274.9609375,0,44,12,0,0,1,0,1,0,"13910-1978"
1978,14010,18609.01171875,0,32,16,0,0,1,0,0,0,"14010-1978"
1978,14110,5910.90625,0,43,12,1,0,1,0,0,0,"14110-1978"
1978,14210,10344.0859375,0,24,12,1,0,0,0,0,1,"14210-1978"
1978,14310,2305.25341796875,0,22,13,0,0,0,0,0,1,"14310-1978"
1978,14410,0,0,35,15,0,0,1,0,0,0,"14410-1978"
1978,14510,3250.99853515625,0,26,15,0,0,0,0,0,0,"14510-1978"
1978,14610,0,0,29,17,0,0,1,0,0,0,"14610-1978"
1978,14710,5910.90625,0,23,12,1,0,0,0,0,0,"14710-1978"
1978,14810,26599.078125,0,19,12,0,0,1,0,0,0,"14810-1978"
1978,14910,1152.62670898438,0,48,16,0,0,1,0,0,0,"14910-1978"
1978,15010,1152.62670898438,0,48,16,0,0,1,0,0,0,"15010-1978"
1978,15110,0,0,22,12,1,0,1,0,0,1,"15110-1978"
1978,15210,2955.453125,0,20,12,1,0,0,0,0,0,"15210-1978"
1978,15310,24825.806640625,0,24,17,0,0,1,0,0,1,"15310-1978"
1978,15410,4363.7265625,0,27,16,0,0,1,0,0,0,"15410-1978"
1978,15510,11082.94921875,0,21,14,0,0,0,0,0,0,"15510-1978"
1978,15610,4728.72509765625,0,53,13,0,0,1,0,0,0,"15610-1978"
1978,15710,4728.72509765625,0,53,13,0,0,1,0,0,0,"15710-1978"
1978,15810,2955.453125,0,53,16,0,0,1,0,0,1,"15810-1978"
1978,15910,22165.8984375,0,22,15,0,0,1,0,0,0,"15910-1978"
1978,16010,4137.63427734375,0,21,15,0,0,0,0,0,0,"16010-1978"
1978,16110,1477.7265625,0,30,12,0,0,1,0,0,0,"16110-1978"
1978,16210,1152.62670898438,0,21,12,1,0,0,0,0,0,"16210-1978"
1978,16310,21427.03515625,0,27,16,0,0,1,0,0,0,"16310-1978"
1978,16410,5024.2705078125,0,22,15,0,0,0,0,0,0,"16410-1978"
1978,16510,0,0,22,12,1,0,1,0,0,0,"16510-1978"
1978,16610,11378.4951171875,0,23,13,0,0,1,0,0,0,"16610-1978"
1978,16710,2770.7373046875,0,33,12,0,0,1,0,0,1,"16710-1978"
1978,16810,14777.265625,0,24,13,0,0,0,0,0,0,"16810-1978"
1978,16910,17732.71875,0,20,12,1,0,0,0,0,0,"16910-1978"
1978,17010,25860.21484375,0,22,16,0,0,0,0,0,0,"17010-1978"
1978,17110,0,0,19,12,0,0,1,0,0,0,"17110-1978"
1978,17210,25860.21484375,0,22,15,0,0,1,0,0,0,"17210-1978"
1978,17310,6992.60205078125,0,43,14,0,0,1,0,0,1,"17310-1978"
1978,17410,11821.8134765625,0,39,12,0,0,1,0,0,0,"17410-1978"
1978,17510,0,0,28,12,1,0,0,0,0,0,"17510-1978"
1978,17610,0,0,19,14,0,0,0,0,0,0,"17610-1978"
1978,17710,23643.625,0,26,17,0,0,1,0,0,0,"17710-1978"
1978,17810,20688.171875,0,18,12,0,0,1,0,0,0,"17810-1978"
1978,17910,9974.654296875,0,23,15,0,0,1,0,0,0,"17910-1978"
1978,18010,11821.8134765625,0,24,12,1,0,0,0,0,0,"18010-1978"
1978,18110,5910.90625,0,27,12,0,0,1,0,0,1,"18110-1978"
1978,18210,24382.48828125,0,29,17,0,0,1,0,0,0,"18210-1978"
1978,18310,11821.8134765625,0,22,12,1,0,0,0,0,0,"18310-1978"
1978,18410,1090.56225585938,0,27,12,0,0,1,0,0,0,"18410-1978"
1978,18510,19210.4453125,0,27,15,0,0,1,0,0,0,"18510-1978"
1978,186,13299.5390625,0,20,12,1,0,0,0,0,0,"186-1978"
1978,187,17732.71875,0,27,12,1,0,1,0,0,0,"187-1978"
1978,188,8866.359375,0,23,12,1,0,1,0,0,0,"188-1978"
1978,189,9752.9951171875,0,23,12,1,0,1,0,0,0,"189-1978"
1978,190,39898.6171875,0,22,12,0,0,1,0,0,0,"190-1978"
1978,191,24973.578125,0,31,12,1,0,1,0,0,0,"191-1978"
1978,192,9457.4501953125,0,26,17,0,0,0,0,0,0,"192-1978"
1978,193,4433.1796875,0,20,12,0,0,1,0,0,1,"193-1978"
1978,194,22476.220703125,0,30,17,0,0,1,0,0,0,"194-1978"
1978,195,16254.9921875,0,42,16,0,0,0,0,0,0,"195-1978"
1978,196,23052.53515625,0,21,14,0,0,1,0,0,0,"196-1978"
1978,197,0,0,25,16,0,0,1,0,0,0,"197-1978"
1978,198,0,0,27,15,0,0,1,0,0,1,"198-1978"
1978,199,26599.078125,0,26,17,0,0,1,0,0,0,"199-1978"
1978,200,23643.625,0,29,16,0,0,1,0,0,0,"200-1978"
1978,201,0,0,20,12,0,0,0,0,0,0,"201-1978"
1978,202,0,0,52,12,0,0,1,0,0,1,"202-1978"
1978,203,33987.7109375,0,23,17,0,0,0,0,0,0,"203-1978"
1978,204,17141.62890625,0,21,14,0,0,1,0,0,0,"204-1978"
1978,205,17732.71875,0,24,16,0,0,0,0,0,0,"205-1978"
1978,206,5172.04296875,0,30,17,0,0,1,0,0,0,"206-1978"
1978,207,5030.18115234375,0,25,17,0,0,0,0,0,0,"207-1978"
1978,208,7388.6328125,0,21,12,0,0,1,0,0,0,"208-1978"
1978,209,9014.1318359375,0,28,12,0,0,1,0,0,0,"209-1978"
