black,hispanic,married,nodegree,treat,age,re74,re75,re78
1,0,1,1,1,32,3766.2680193349934,9218.381064586401,10949.173658172
1,0,1,1,1,52,0.0,0.0,4007.093500809125
0,0,1,0,0,34,19769.579211577173,18875.06574977669,24133.85106365134
1,0,1,1,1,43,19230.94838303256,17155.03986349803,16516.01078633072
0,0,1,0,0,28,36332.72872596426,33892.596789171956,33071.80037066752
1,0,0,1,0,33,3598.919906784793,11580.094358965554,0.0
1,0,1,1,1,48,18894.286683110397,20708.99109375233,23981.574977608943
1,0,1,1,0,49,15109.968516938296,16235.279743433268,9722.930385686992
0,0,1,0,0,41,0.0,12659.235770494868,22822.64120876624
1,0,0,1,0,24,16195.884076668408,20688.635526546863,33655.4723717593
0,1,1,1,0,34,0.0,1421.3559550760401,11170.40119309731
0,0,0,1,1,33,11472.033963713973,18122.823378970716,43342.42840613252
0,0,1,1,0,38,10302.527857404886,13954.052796652188,12153.705798653018
0,0,1,1,0,43,21207.932832840917,24842.209322742463,15745.028561358098
0,0,1,0,1,21,31441.602989513536,39952.44214736673,24996.753091042705
1,0,1,1,0,37,15215.331741935322,15063.550102474099,25126.343583882022
1,0,0,0,1,17,0.0,2538.5705304294497,11446.110576147694
1,0,1,1,1,50,3455.6907647090466,6635.634170064504,4866.584937362276
0,0,1,0,0,37,7106.152709773811,4058.9123284888883,19402.553912966578
0,0,0,1,1,37,0.0,21850.31176269275,28336.671525043632
0,0,1,0,0,44,40238.8705604789,43966.78278817079,28649.06324184736
0,0,0,1,1,52,22396.875131479537,22195.348772126596,29667.354120132346
0,0,1,0,0,44,25126.45744318636,31755.806696885877,16671.538209040176
0,0,0,0,0,40,0.0,0.0,661.3543414833002
0,0,0,0,0,28,0.0,0.0,0.0
0,0,0,0,1,16,5597.375749100807,10606.73986032723,41434.59874862795
0,0,1,0,1,37,23799.35677332926,27127.1726852106,21504.330033069553
1,0,1,0,0,21,19146.73313939335,19830.853881716474,10297.977005758547
1,0,1,0,0,26,10309.756060080408,4382.906126067177,14840.694521992646
0,0,1,0,0,34,5316.731242637139,16170.635638616342,29907.94891121867
1,0,1,0,0,22,20756.083938548563,12945.33635366887,30325.828995964745
0,0,1,0,0,28,21738.928456087036,26501.178130202356,17934.62650322848
0,0,1,0,0,34,36263.90200039028,39951.40448707731,23489.629328407707
0,0,0,0,0,21,12635.522244369255,9600.575051878306,31518.167118801284
0,0,1,1,0,45,35415.7586766834,30063.646826977005,40580.528768683056
0,0,0,1,1,34,16436.08507481174,8601.5719275935,28664.597770135973
1,0,1,1,0,48,9685.061840239188,7864.914689145414,8665.178161136915
1,0,1,1,0,36,7520.257195742123,8511.805430252276,15943.920079866486
0,0,1,0,1,44,36673.23488234869,39591.64840273355,46340.293234262186
0,0,1,0,0,34,23552.137134984925,22736.10879408176,33073.664973526655
0,0,1,0,0,45,46359.92467406049,53906.65150235465,34890.930875761536
0,0,1,0,0,27,0.0,0.0,0.0
0,0,1,0,1,48,40131.094611345994,23931.905258711176,46936.09071361274
0,0,1,0,0,43,30596.74504360726,24093.12923463752,15157.874908403415
0,0,1,0,1,44,33867.628828442976,40000.886913495226,39060.72253399697
1,0,1,1,1,48,13078.67008365949,19245.598169721856,21389.33906050099
1,0,1,1,0,35,7862.587167428805,5498.333361353094,4168.837182965739
0,0,1,1,1,41,10522.10336438065,14188.365958030605,14629.173688075196
1,0,1,1,1,48,9844.090684607761,10062.490110655555,29788.997978715142
0,0,1,1,0,37,19490.485879902488,14127.578519139217,18019.710550488016
0,0,1,1,1,30,18299.353667642245,14983.106513543977,22208.82135907054
1,0,1,1,1,37,20322.233270814846,23726.358171813205,37600.047338536046
0,0,1,0,0,38,3345.579269509606,12146.184791635756,4544.757067100858
0,0,1,0,0,23,14653.443273467386,7272.555644107557,28815.381002009897
0,0,1,1,1,51,11344.604209880323,11394.647014538437,5069.064317317847
0,0,1,0,0,31,6982.9249513193845,21779.746207186618,14695.115797040353
0,0,1,0,0,28,10685.167596177693,1838.9684558640038,14227.169545791012
0,0,1,1,0,38,23063.037497353853,23257.679895034016,33127.48780867933
0,0,1,0,0,27,23017.509623686143,16025.527208464988,24668.756675133114
0,0,1,0,0,31,19695.697796499728,6871.52116717924,16575.124720058684
0,0,1,0,0,35,11301.076905469587,25767.44376936022,22191.784506159394
1,0,1,0,1,32,21776.166468624753,10052.781130185187,25651.149252260904
0,0,1,0,0,30,50368.198051323736,52499.254538877336,38199.56399067798
1,0,1,0,0,38,6999.215346949839,9006.54348917201,3849.4431804827436
1,0,0,1,0,30,7813.434063116772,3123.1827045671434,10840.461190284528
1,0,1,1,0,49,3310.1737106410274,0.0,0.0
0,0,1,0,0,36,48486.61281923585,37362.56713718192,30649.369564109424
1,0,0,0,0,42,31848.863586077092,18768.39095675188,14196.910381108617
1,0,1,1,0,33,20612.11367818406,7303.770545657212,17566.053060799597
1,0,1,1,1,44,7123.944336208957,6235.653125163424,4777.301093630533
0,0,1,1,1,34,30629.64932263297,21938.47275040738,15018.913338067636
0,0,1,0,1,28,14391.68528869376,1023.9388503476985,16144.93348154948
0,0,1,0,0,28,12505.590614608162,13892.546206752231,0.0
0,0,0,0,0,20,0.0,0.0,0.0
0,0,1,0,0,27,24944.138979064,26099.08523650789,43725.457240196614
1,0,0,1,0,21,7162.392161243948,9663.417198567176,12390.605283958492
0,0,1,0,0,33,19373.557737770796,26372.585129051586,23433.804354108546
0,0,1,1,0,22,15093.019515227566,18719.556214338274,32325.13284609805
0,0,1,0,0,39,16642.07716246995,30045.02887140919,4459.97826655324
0,0,1,1,1,32,24918.39913138013,24417.504662271735,37071.39759315731
0,0,1,0,0,32,32928.950278971395,31911.41829173508,38685.7308038674
0,0,1,1,0,36,12514.214107860345,3532.438667368602,11895.849625879735
0,0,1,0,0,47,32871.93580671525,45848.80727954475,31897.07666559052
0,0,1,0,0,31,0.0,640.0513888315872,26620.74533478711
0,0,0,0,0,22,0.0,0.0,10420.538725126602
0,0,0,0,1,29,19267.115681243387,24884.32749986252,42226.21359378087
0,0,1,0,0,42,22197.210859764786,36750.34984299714,29656.875385600943
0,0,1,1,0,35,42170.03307503812,35651.009305426276,41428.751959118366
0,0,0,0,0,45,17015.365373425026,20606.85777795622,7865.2477635863
0,0,0,0,0,21,12590.501121395631,15637.325454469828,7206.801814401475
0,0,1,0,0,28,4010.6896304974107,1996.8560868602617,24972.16702724039
0,0,1,1,0,44,20224.386207687494,15736.673257779583,2849.3715660361595
0,0,1,1,0,29,6148.852329702304,4872.820530977711,4342.986903172532
0,0,1,0,0,40,34198.97613371973,29203.696242104616,24022.659994636524
0,0,1,0,0,44,7267.053452678441,1019.313524285215,0.0
0,0,1,1,0,23,30157.062459687462,35420.41213654446,41066.06816185522
1,0,1,1,0,32,15809.948099649777,11631.478424861967,13928.346489016043
0,0,1,0,0,48,28322.094699412526,24931.748945113566,25144.448522969287
1,0,1,1,1,42,22600.352561535234,15304.75726614253,31438.192650482284
0,0,1,0,1,39,26222.263401961078,21732.736340949923,40314.565294599626
0,0,1,0,0,38,29534.800536398776,16160.370582456988,36231.699838515546
0,0,1,1,0,36,9201.020982601327,14981.472203249436,14161.758842182635
0,0,1,0,0,42,36977.88123428472,28676.047278884776,41817.93033192009
1,0,1,1,1,46,6482.154932723955,5738.211631102188,24800.753510507166
0,0,0,0,1,47,35784.09203223392,29963.22665631275,16526.846965402874
0,0,1,0,1,73,44974.91482374261,53085.408019178234,62183.26425916181
0,0,1,0,0,28,22427.98062317823,21399.432488204486,35991.66308825681
1,0,1,0,1,29,17963.019677623528,14531.269857156154,31217.03992862851
0,0,1,1,0,44,22373.17975529297,17833.281596992532,15855.591294543941
0,0,0,0,0,30,40919.58921491717,30256.36455507177,45820.180599169806
0,0,1,0,0,33,16212.645091181925,20697.225446098786,6776.760602327533
0,0,1,0,0,53,34749.4180178151,35880.31334453063,31946.12761095765
1,0,1,1,1,24,12070.571073922674,11989.586614483133,20425.07053628171
0,0,1,0,0,30,11439.670766037118,20791.51246795175,2246.0284126731603
0,0,1,0,0,34,19760.0333662042,9418.277547732188,26153.031560318548
0,0,0,1,1,32,14610.824003260208,13565.971551005838,9783.127937121722
0,0,1,0,0,30,30515.778995671193,30000.103636177293,30607.288968026172
0,0,1,0,1,29,9138.489140126056,16097.787312104636,19384.617651036984
0,0,1,0,0,20,7641.489043913192,18506.50196060497,2028.5310846995453
0,0,1,0,0,25,11991.768375353045,0.0,30232.37130221024
1,0,1,1,1,27,2458.5041452812966,0.0,13330.516755019096
0,0,0,0,0,39,26641.61606272868,24004.617486348434,43356.48731812631
1,0,1,1,1,31,9501.311465804381,6343.316240170449,6042.23220561549
0,0,0,0,0,27,27817.386548991984,27044.01856476849,22707.669577003624
0,1,1,0,0,28,13984.808646515503,1990.179351499275,5705.928258781107
0,0,1,0,0,45,23483.092725596867,20875.578032830002,16979.664070485156
0,0,1,1,1,35,2406.353820842465,13907.933040292655,31834.255452310008
0,0,1,0,0,26,30828.426688065578,25460.856031396313,34023.33313681833
0,0,1,0,1,44,47172.13026495041,40858.67707834147,46973.05655573578
0,0,1,0,1,35,35612.38841362815,31519.342414132378,32722.64771275728
0,0,1,0,1,44,16392.236793572807,18517.168840795024,27985.29490677679
0,0,0,0,0,17,8485.243322303484,19155.11359777808,14054.044995138496
0,0,1,0,0,23,18228.5337997767,15793.682485934816,25389.760701549872
0,0,1,0,0,30,20238.19686068083,27975.234575233128,41520.500436663526
1,0,1,1,1,38,15648.007361332684,16726.07622190445,16393.593679012516
0,0,1,1,0,44,12051.562025399304,12981.436918933818,32303.929790000882
1,0,1,1,1,46,20634.355062636707,23326.78310377475,37188.033944365205
1,0,1,1,1,37,14330.699222741998,15993.994850288705,14020.549217071271
0,0,1,0,0,25,16059.10490267731,29369.581131740466,23602.675659244058
0,0,1,0,1,46,47955.70282505696,33517.69071171706,34618.83182308705
1,0,1,1,0,27,4946.764841483429,7507.912391641875,0.0
0,0,1,1,1,42,3970.335680601549,0.0,7110.51793009729
1,0,1,1,1,41,8812.584274491917,10029.5354376097,12597.129763675439
0,0,0,0,0,52,32320.15550812817,38389.12454164916,34492.58039480193
0,0,0,0,0,23,25109.413965081905,32273.3897281294,22439.752699975
1,0,1,1,1,54,29568.294664036926,29570.309966619312,28637.341255864343
0,0,0,0,1,38,18956.991949550124,25915.391376037922,10473.334198167435
1,0,1,0,1,35,11494.51180542292,15366.76497039067,26399.908460041243
1,0,1,0,0,33,24009.673854920107,12971.763585318256,15493.691676552577
0,0,1,1,0,50,12203.590995516437,16652.146916527214,17912.92675810612
1,0,1,0,0,19,8572.87769770666,17022.63210238718,19058.308992436756
0,0,1,1,0,44,13062.930567384836,7317.095398599893,13415.681986063591
0,0,0,0,0,40,24219.486344914,35588.614865523916,25065.307376725956
0,0,0,0,0,31,31402.376466756243,30844.983742770255,28002.581993440202
0,0,1,0,0,29,23703.38302334411,26212.58881074598,29408.603247534054
0,0,1,0,0,53,38765.08177939862,43979.12980730254,44480.3682721658
0,0,0,0,1,16,22883.300612305287,26224.234684201037,36086.53765254418
0,0,1,0,0,30,26093.613118394504,28988.619650152476,28579.72965979159
1,0,1,1,0,44,13922.393802471186,17838.556214410204,23399.15615807927
0,0,1,0,1,18,19976.039647115642,27314.69757615995,31973.06546662199
1,0,1,1,1,47,15572.165913084596,18066.76691857921,21811.482470576477
0,0,1,0,0,23,18731.80517499459,10496.779362802623,38059.33850751232
0,0,1,1,1,39,26190.989758435004,18706.198059294416,44640.84360031795
0,0,1,0,1,39,23964.852229477987,20787.455949682877,36429.815155449905
0,1,1,0,0,33,32167.556531991802,23452.57857152824,23684.58531492787
1,0,1,1,1,50,1774.7153957064675,2308.102081572939,17516.426234212486
1,0,1,0,1,30,14636.9171395749,12800.502600021668,32873.1279298173
1,0,1,0,0,41,26570.983733776386,29419.30375674756,38500.92034672592
0,0,0,0,0,22,10128.318504512503,23637.59988262725,23478.160972597776
0,0,1,0,1,29,29465.18849440267,22558.369910660706,23656.7621383895
0,0,1,1,0,41,25321.293389240487,6466.640319298373,5748.694701197033
0,0,0,0,0,26,34856.73708275355,28844.7547450198,44216.640598403785
0,0,1,1,1,50,15154.01941994929,12500.52165423808,17253.146329286392
0,0,1,0,0,29,16147.877731688019,0.0,0.0
1,0,1,1,1,60,33058.52509756007,30632.57448780984,38057.14442631855
0,0,0,0,0,33,32463.486234196127,26921.361047970964,55684.00573664978
1,0,1,1,1,38,7561.352647274403,15302.980514683495,22628.108426659084
0,0,1,0,0,30,18416.55902817517,15585.805528326899,21673.30385574762
0,0,1,0,0,35,34877.769874278056,31491.783912387655,17078.58899796028
0,0,1,0,0,46,39039.19181516466,53678.30646797223,43766.35476734709
0,0,1,1,1,30,20599.97464095075,7845.585558136943,23795.532519389704
1,0,0,1,0,44,25125.752664106745,22217.004423632374,29932.87884616568
0,0,1,0,0,33,18538.575547665874,19498.286621421154,26292.41360008364
0,0,1,0,0,36,9037.888243757747,25886.243299114696,18513.119719402956
0,0,1,1,1,45,1862.5740324383241,0.0,5317.08322385574
1,0,1,0,1,19,13059.56755998864,18489.80411561336,25319.586825461076
0,0,0,0,0,18,16238.775427734,21215.716259393208,21582.889320393457
1,0,1,1,1,27,196.554871141092,0.0,14284.655857946047
0,0,1,0,0,37,0.0,0.0,6665.219307970441
0,0,1,1,0,44,20058.127002868452,23950.634971448886,9725.30550200431
0,0,1,0,0,31,17031.02597389956,20980.047216910658,0.0
0,0,1,0,0,33,18545.58192861996,19194.885023503237,38118.364013630344
0,0,0,0,0,29,18068.043711786842,17460.695819003166,19826.442769298475
0,0,1,1,0,40,4306.144329290011,5530.213176618712,0.0
0,0,1,0,0,20,22675.395121547823,37272.08946526909,24514.881605482722
0,0,0,0,0,28,7046.2443388532865,5465.666976108074,28532.0251713244
0,0,1,0,0,31,48367.25571587139,38592.67297713662,61817.41163686756
1,0,1,1,1,51,15665.359137577565,12475.082027188431,23278.61115570975
0,0,1,0,0,32,13202.172637740541,17128.369143753476,11951.189482814934
0,0,0,0,0,37,26312.875145400187,26803.931208474303,25978.122805295265
0,0,1,0,0,39,46057.715663634495,34960.583607891625,33053.85290115251
0,1,1,1,0,39,7885.695169522643,10633.77466050157,11235.681092417857
0,0,1,0,0,50,36421.295460884256,32517.549680126074,43053.715268352695
0,0,1,0,0,25,12330.925993193137,8654.563951615208,15473.408813546008
0,0,1,0,1,25,14357.807525406868,33393.88502771945,29028.375241872433
0,0,0,0,0,20,23873.54160596725,22650.4408931024,31522.598710457652
1,0,1,0,0,48,41789.79860434463,29121.437196279054,31527.999221290982
0,0,0,1,1,47,11804.1409952455,16411.14008398363,22334.337756010777
0,0,1,0,0,35,33653.2112939613,41918.68185892828,40998.904986877096
0,0,1,0,1,36,11689.534544617632,12109.061967653093,5610.973868040788
0,0,1,0,0,53,51556.2129232113,46786.20254569959,28472.62256430563
0,0,1,0,0,50,13053.66717636115,10073.662484660994,13009.03236605119
0,0,1,0,0,34,2547.2505474610552,7019.099679577777,44472.2282837035
0,0,1,0,1,25,20982.41639400619,16664.38975552066,8441.90643574547
0,0,1,0,0,31,49269.83735315442,51587.53630843114,38962.839706412866
0,0,1,0,0,47,36635.36775798933,46833.667700170685,51330.73131979804
1,0,0,0,1,25,6390.974178133822,12989.650671640418,13145.051280857298
0,0,1,0,0,59,34684.07380089537,35204.040561990216,41422.21540863772
0,0,1,0,0,27,43954.50350124438,48705.32013998674,57499.23062458525
0,0,0,1,1,28,22331.807487409013,10928.010479417188,35476.77019795828
0,0,1,0,0,23,2886.7758127704,5974.325298304007,15997.410251994728
0,0,1,0,1,46,17553.613756412502,20325.701657583715,30919.13018664371
1,0,1,1,0,39,11935.260098638231,2514.096667862359,10513.991358464384
0,0,0,0,1,20,23945.542616700022,18193.80386267899,32240.87027724093
1,0,1,1,1,46,19538.382772497673,13533.313230486445,19737.818181533916
0,0,1,0,0,22,40717.21170333013,30763.747888367034,45517.77837908138
0,0,1,0,1,27,22756.05615986123,26513.086779549,22605.935991198523
0,0,0,0,0,31,3130.050559285737,15679.826836293027,28278.85843578868
0,0,1,0,0,32,30426.57811063139,40449.81573242537,58255.96953255702
0,0,1,0,0,41,27067.98816090516,17443.815239656855,20514.253347157814
0,0,1,0,1,41,41916.95748684672,45709.73075365337,57552.74851087852
1,0,1,1,1,34,36364.789892843044,31027.68834047319,50855.87084005298
0,0,1,0,1,32,17263.083093435507,11699.367690153042,17737.28511067584
1,0,1,0,1,33,21575.374414544396,21007.807544724827,28699.042895073377
0,0,1,1,1,31,29843.43520422906,24586.192942320213,32145.951473344347
0,0,0,0,1,20,15043.780163962183,10661.073163908753,14857.951314454504
0,0,0,1,0,27,23321.428350275728,25192.885912855025,25115.58490193227
0,0,1,1,0,46,28906.05942514336,19286.449045703233,18864.529645021226
0,0,0,0,1,34,0.0,0.0,10088.51631208351
0,0,1,0,0,52,20142.05777578361,34067.217121344875,16787.086036622473
1,0,1,0,0,37,22335.31230949032,21024.4005302789,25057.448477664206
0,0,1,0,0,30,0.0,0.0,0.0
0,0,1,0,0,33,22461.412494346507,23544.38016895655,10803.802988471289
0,0,1,0,1,31,25590.548555030455,25055.330079948944,42364.31611146798
0,0,1,0,0,46,26752.152537774826,17731.266967947733,20336.308736886673
0,0,0,0,0,17,1519.5683960738752,11028.13057032372,28882.102398735115
0,0,1,0,0,62,27086.805283473048,16079.653149774922,0.0
0,0,1,1,1,27,17694.361946074867,8608.240945744798,10562.263353305976
0,0,1,0,1,38,36564.540496478694,31482.12023946519,23328.455524128465
0,0,1,1,1,48,20684.89329536126,20945.62449078658,19704.20802069336
0,0,1,1,0,36,21548.805310267326,20682.162159572275,20419.494553965425
0,0,1,0,1,45,17861.061325516606,21982.626533924675,23415.487919928404
0,0,1,0,1,38,12290.438987662092,7139.418252943711,29065.66646645756
0,1,1,1,1,53,15718.956363637228,10545.499101848145,11876.342017544532
0,0,1,0,0,54,28753.24582870703,24204.499538298634,26179.10901581643
0,0,1,0,0,37,34498.982320578725,31271.276123947144,42125.904495624665
0,0,0,0,0,35,19637.658932135673,19720.465303942758,0.0
1,0,0,0,1,41,19105.21233146793,18217.891568160612,20466.6766185029
0,0,1,0,0,38,30581.36818826921,9752.916283125298,15225.776533095983
0,0,1,0,1,36,35301.772967019424,34693.39823228723,31922.701314424852
0,0,1,0,0,43,18931.336700645825,16149.130844011092,21385.552284779173
1,0,0,0,1,44,32616.107565087244,25234.85892153274,38202.032756278146
0,1,1,1,0,34,33022.52352250696,31903.956647458275,31169.769625132274
0,0,1,0,1,31,7327.510696794889,18598.069792068207,29763.579797916762
0,0,1,1,0,54,23191.908617920024,29409.200400237212,30969.79683725228
1,0,1,0,1,34,18672.04931280284,18883.08657874935,44937.91182121484
0,0,0,0,0,40,35857.71887872314,44577.9344043936,33838.46336758911
0,0,0,0,0,25,19817.58703504759,36318.24737761592,53213.50726649223
0,1,1,1,1,37,0.0,0.0,5569.076861036948
0,0,0,0,0,47,19181.344523893684,27200.784281197048,20359.009960596435
0,0,1,0,0,21,19700.625392100555,16726.88846705117,16261.749682327612
1,0,1,0,0,22,13904.009419121487,342.08277050725883,14360.489120991388
0,0,1,0,1,34,35523.874278586,36863.966026886475,40915.418225432
0,1,1,1,1,33,14320.150099532268,26320.82713182429,42243.03961013527
0,0,1,0,0,34,0.0,5676.940755285224,4937.932964514679
0,0,0,0,0,41,18604.91479421146,17667.651711615952,35022.90725215539
0,0,1,0,0,56,39278.40865370341,20588.86413376707,30038.712745576515
0,0,1,0,1,62,23833.19701768763,26327.11473126177,45962.33507847006
0,0,0,0,0,26,23016.78512362091,23154.56023231581,30373.86392507432
0,0,0,0,0,20,0.0,0.0,10258.52491276041
0,0,1,1,0,49,15957.752976966303,13724.331879226704,11057.769610536572
1,0,1,1,1,54,8306.131546568811,7415.798960630248,8318.135497123807
0,0,1,0,0,42,39359.23827663193,28334.368138086033,29492.49779730865
0,0,0,0,1,29,33338.309711375165,40002.95354764383,37420.61755725888
1,0,1,1,1,40,2537.735299138283,0.0,6413.118747294087
1,0,0,0,0,17,18471.364862094997,21966.890170465114,28843.646883468813
0,0,1,0,0,38,23946.97080426201,35574.46834555082,27540.90326483464
1,0,1,1,1,36,21493.084377031424,17746.133959449966,32099.08588973703
1,0,1,1,1,45,14214.834019678794,12495.946342829968,34666.293877483906
1,0,1,0,1,31,20917.98771443044,22748.39264009059,29742.48963943658
0,0,1,0,0,36,37592.36723253924,38474.632419445246,16020.41989602473
0,0,1,0,1,18,20716.464792019633,9887.144343372363,15393.13511013464
1,0,0,0,0,31,28147.161699766722,20802.41525538626,42351.73607502262
1,0,1,1,1,28,18061.11212989658,13027.856180521063,24341.79862928493
0,0,1,1,1,41,29670.124914068172,24838.235127467007,38219.81467274568
0,0,1,0,0,34,26215.97118292828,33605.98944722912,26178.172240917207
1,0,1,0,0,30,25816.768263773243,27339.430069303417,27373.60216921049
1,0,0,0,1,29,5437.401491859302,7317.012139963628,31548.96136554349
1,0,1,0,1,31,23548.360043584784,14874.320224900284,19468.816402117285
1,0,1,1,0,34,10848.14692594205,11523.248975871747,12842.51631774431
0,0,1,1,0,40,1474.331127881198,5397.2707777322485,6037.30277972986
0,0,1,0,0,40,38032.6915833588,27703.73774368244,26367.84834085205
0,0,0,0,1,34,0.0,0.0,5130.50012563562
1,0,0,1,1,16,16369.797003016873,7588.094097699182,26347.613873043258
0,1,1,0,1,37,8502.175735733983,20991.745721274343,13521.151471031422
0,0,1,1,1,38,0.0,5202.27769618473,8131.715229564845
0,0,1,1,0,45,13495.10317552876,21700.795386162798,11010.908609626928
1,0,1,1,0,27,17839.432064657292,16005.689951399427,19770.975345207822
0,0,1,1,0,40,26532.70035726449,20179.69226923412,26491.324000923225
1,0,1,1,0,34,8280.754373893502,9663.708560738623,62.00751356492401
1,0,0,0,1,24,30417.862473576854,22379.323503984517,26106.3010030563
1,0,1,1,1,42,17071.36451738832,16033.784419670983,5221.244017823589
0,0,1,1,1,41,17751.057953359516,6866.004656152172,5113.722323767422
0,0,1,0,0,33,27978.92085244996,30741.52983328244,17361.450989576842
1,0,1,1,1,61,13758.198484292296,17057.499572725825,16529.917288673954
1,0,1,1,0,33,10610.661677086733,9237.406251539422,3891.2403411927335
0,0,1,1,1,43,1098.337883797325,0.0,5241.666534904358
0,0,1,0,0,39,14687.097242657139,9483.441880556771,19480.19595034767
1,0,0,0,0,24,32617.288373407548,35972.60076320974,36499.295644788115
0,0,1,1,1,32,8847.430901322476,15294.186801870004,25768.241602298953
0,0,1,0,1,23,47937.44235283986,42734.20183945924,34230.35482861141
1,0,1,1,0,33,0.0,0.0,1306.163727307352
0,0,1,0,0,32,17537.341764579167,15252.058622195173,20628.57631717492
0,0,1,0,0,29,0.0,3308.186543393429,22322.5530904642
0,0,1,0,0,27,31940.345175631104,30551.516200049373,34017.29055784015
0,0,1,0,0,40,30441.172171036196,18935.473529292703,28454.700490840885
0,1,1,0,0,30,23178.738518471044,36279.71130343281,24636.754129279885
1,0,1,0,0,42,39433.857479613,27247.56488115212,29800.9486220662
1,0,1,1,1,58,10091.199001262736,13756.898267280418,6867.438705080277
1,0,1,1,1,57,21537.83225153623,23580.235390744474,19767.302083576677
1,0,1,1,0,56,10937.585997856058,8648.556073938653,9468.265975336111
0,0,1,0,0,45,25968.25146882749,24939.85690434766,25777.408179267448
0,0,1,0,0,43,11087.630995770332,8826.770600302147,15045.524430177391
1,0,1,1,0,22,5374.47309089344,5330.652728979522,11645.610594670132
0,0,1,0,1,51,45715.091627357426,31846.30080969946,49853.92138606692
0,0,1,0,1,41,0.0,0.0,31811.69823535813
1,0,1,0,0,29,10738.649792139706,13712.27213988007,20874.155127764592
