black,hispanic,married,education,treat,age,re74,re75,re78
0,0,0,12,1,38,25200.768806057822,19375.20053190342,28758.52842211097
0,0,1,8,0,50,13754.918786903352,6956.586503158202,18310.871605472068
0,0,1,10,0,33,19783.648343252895,27192.678045965902,18644.504500280524
0,0,1,12,1,29,18447.79378219059,4881.717341386666,10280.38250426304
0,0,1,9,0,34,30887.30425345378,34850.084656211475,44877.53336952331
1,0,1,13,1,33,23754.10471562735,24169.534592741384,47710.788402042155
0,0,1,14,1,24,11286.239888298673,23873.598547579768,17218.892986678366
0,0,1,17,1,39,7013.23515406711,25425.378586331488,15886.939487563344
0,0,1,14,0,46,36365.53246009812,36266.38277149074,37390.66301528875
0,0,1,15,1,34,27862.55724054271,27329.248729356666,52600.53216791566
0,0,1,10,0,41,25367.179501092854,21194.420292076662,13680.642098056542
0,1,1,10,0,40,19815.75784286747,35218.365727854725,20311.23086663371
1,0,1,12,1,28,0.0,0.0,8628.004119736532
0,0,1,12,1,37,28148.9299125906,20029.20246980936,31329.232810567948
1,0,1,8,1,44,8371.980568972263,5793.973909423593,19980.77216415864
0,0,1,14,0,43,21590.407927006494,19881.957666108006,29643.922825099253
0,0,1,13,0,43,17375.99019453976,15351.212874767685,1213.1553933875912
0,0,1,10,0,28,15235.753244896368,7084.741470448034,0.0
0,0,1,14,0,31,0.0,0.0,0.0
1,0,1,9,1,35,20685.35671408973,20660.420550360617,31184.34113683027
0,0,1,6,0,37,33916.094155080296,15230.7132826023,32205.47115186869
0,0,1,13,1,36,22499.4776584041,16566.756325108232,39986.04753065335
0,0,1,13,0,41,12163.744501384885,13038.072246646674,24978.243138914062
0,0,1,13,1,27,24701.124334208347,36855.07373881475,32169.648894877984
0,0,1,11,0,33,10690.807598419013,14115.436096793037,25183.45842688939
0,0,1,8,1,27,10533.688541844702,15904.384949823441,20519.64746139294
0,1,1,11,1,38,10064.032836044578,5815.011303760373,5549.43225662778
0,0,1,9,0,35,0.0,5116.825309666043,9395.022829879994
0,0,1,12,1,32,24852.751718134747,16295.66305241393,14898.82744317322
0,0,1,20,1,25,32109.551698779615,13089.833862334803,18672.816692685337
0,0,0,13,1,29,8018.716386827731,18133.928716996783,15771.598273229592
1,0,0,10,1,20,6579.487625127487,4176.284924868127,12108.74322642936
0,0,1,7,0,28,0.0,0.0,4563.569811073983
1,0,1,11,0,30,12110.7107442192,8697.148762693454,12398.72289013448
0,0,0,16,1,45,32073.719526951845,37419.49719019079,40176.26699848841
0,0,1,9,0,35,28764.806638520975,17568.969015179242,39906.193600758736
0,0,1,16,1,33,35765.027268889855,41162.13127215866,53965.468543693176
0,0,1,10,0,36,13887.917394384083,20293.166542975086,18724.48321011991
0,1,1,9,1,27,17590.078466784264,15917.232805815745,11166.034123243437
0,1,1,11,1,29,17476.46743596174,32049.4631356057,42020.837673665286
0,0,1,10,1,39,6372.709864163184,0.0,19723.64365659315
0,0,0,14,1,16,136.73098095018213,8894.008551403507,4631.571487897468
0,0,1,14,1,26,13688.123677779598,10128.262717918948,5177.492036556234
1,0,1,11,0,29,12474.270272637032,17908.75216713979,32637.995521785364
0,0,1,16,0,56,19066.569325852353,21310.043162692466,3556.9626610495834
1,0,1,12,0,37,17278.644372162074,18089.316655039278,16792.716401338137
0,0,1,13,0,22,6605.453531473619,8820.680496757945,4609.038108578887
0,1,0,7,0,46,1124.009188717715,7897.622117494064,0.0
0,0,1,12,1,39,14697.159001749624,9351.48335490185,23271.382709279023
0,0,0,11,0,20,2865.543418554891,1641.7651003433057,4499.690195722214
0,0,1,14,1,38,19482.811625608385,19614.658608123467,34247.39721635932
1,0,1,10,1,34,21135.354385043338,24051.49786117384,32226.04552783441
1,0,1,10,1,23,20220.882820045103,18849.738468407973,30462.83415953476
0,0,1,16,0,28,18500.075289436514,22665.125442809047,27271.521109853576
0,0,1,18,1,43,38389.122941458794,39353.021195000896,30498.54116463106
1,0,0,14,1,30,16135.531342867955,11465.618974118921,21384.431218273436
0,0,1,15,1,29,13046.345182767285,24637.75971967545,35694.3357248179
0,0,1,17,0,28,29506.03806466558,26705.511008107766,46540.38691510625
0,1,1,16,0,36,37344.23701135067,38108.22416901927,36287.790437731564
1,0,1,9,1,42,24345.792435576073,26185.458313383344,19519.268407942443
0,0,1,11,1,39,11270.426481336466,10921.111017160592,26162.17781390154
0,0,1,12,1,35,41468.19835539486,44857.24171415724,47699.65593864313
1,0,0,8,1,31,377.1619473014907,760.0374987373689,5570.174500915998
0,0,1,14,1,28,37074.491053495105,40744.501453883655,51329.36302760958
0,0,1,11,0,41,32526.423355921153,29754.52790541907,27891.248109666696
0,0,0,10,0,28,6235.744867116913,0.0,9533.594593411886
0,0,1,11,0,36,24954.574138808348,13608.526505433274,22085.419136868284
1,0,1,6,1,48,0.0,0.0,4922.7384051101535
0,0,1,7,0,28,22254.74142348475,14908.457743344106,18065.845430211288
0,0,1,12,0,36,41640.639590774175,30175.29974404722,32276.822718326395
0,0,1,16,1,41,31276.892899595252,38819.66460200288,63700.4860997305
0,0,1,14,0,29,34144.1109392809,37755.336019517286,36220.81614560367
0,0,0,14,1,25,3184.570735161884,7017.914146583738,4188.46312791475
0,0,1,14,0,43,29049.51882314898,25603.433532035837,29280.661535090607
0,0,0,12,1,26,36695.42802568954,39179.47631282153,36225.81021664722
0,1,1,12,0,41,9989.454570793521,0.0,11144.128175447326
0,0,1,13,0,34,0.0,0.0,13894.028749330286
1,0,1,9,0,38,15944.069710610172,15742.73803958626,24015.866566414534
0,0,1,13,1,29,17688.395455031212,27719.48721767054,28073.32879993942
0,0,1,12,0,40,22293.274806903246,27503.951138842072,38979.150739533194
0,0,1,16,1,42,25975.75540682322,31427.026482503745,45038.98648954173
0,0,0,12,1,33,32931.74409337838,25676.93524440619,13753.495536389606
0,0,1,11,0,39,11987.141113881438,18753.671578304486,27172.704531254407
1,0,1,16,1,33,30399.047125092307,22221.38294824842,32951.62821376291
1,0,1,15,1,28,23032.43910524593,22813.31856769629,38849.363506362446
0,0,1,13,1,45,10945.515170820352,22292.979417106824,18779.746741135088
0,0,1,18,1,36,30766.835345976517,22262.0940170706,25531.175646544165
0,0,1,11,1,57,31092.20791166152,42060.16275627949,54551.1086913528
0,0,1,12,0,30,2371.410457255235,4831.989056072427,1077.4991547819118
0,0,1,12,0,45,8736.21437758032,11085.502784209704,22521.59237379661
1,0,1,14,1,33,25844.577517711157,26975.333042167058,26300.359797918853
0,0,0,9,1,22,12792.451760385082,7039.22785573426,23868.235924477893
0,0,1,10,1,42,4054.8371740193033,7947.718471602384,5383.802638200106
1,0,1,5,1,57,19858.423868519123,14896.022651327447,18983.720991141272
0,0,0,8,1,47,31656.926704959056,32335.916353100038,31464.39396555791
0,0,1,12,0,39,3719.555724226906,4372.326359626903,29402.72690103604
0,1,1,13,1,28,48849.45569233285,40070.864431956084,59122.58177351318
1,0,1,13,0,20,17580.49516562209,8557.52904055742,25989.28728599703
1,0,1,15,0,31,27479.70983061214,18686.969087658297,36990.10051454647
0,1,1,19,0,24,33406.37557165652,4103.730184000691,50607.457568612794
0,1,1,20,0,35,45246.03388980837,45138.59352336907,44381.74452343537
1,0,1,10,0,42,6003.459852147309,12473.74612147604,4814.2707109680505
0,0,1,13,0,34,7147.196733745273,6137.368572199306,29232.397758927516
0,0,1,14,1,38,29712.29607212577,34880.60613011647,33248.542521795105
0,0,1,11,1,37,29901.24114792273,34113.496029414455,54973.90163521147
0,0,1,17,1,37,15461.845622021174,20766.363484218356,22939.610514344167
0,0,1,19,1,27,30037.693538482457,28819.818787439974,45541.11370686555
0,0,1,14,0,21,1585.0749010341824,3271.3209299280315,13850.623513727898
0,0,1,10,0,26,0.0,5107.866400784569,19248.92032896222
0,0,1,13,0,34,0.0,0.0,6745.789296089755
1,0,1,10,0,45,32910.36874949071,32575.717589022704,40127.06081376898
0,0,1,9,0,38,0.0,0.0,0.0
1,0,1,12,1,35,20982.480079765955,19510.49673700007,26906.76603971529
0,0,1,9,0,42,26311.38208550561,20657.8868035456,27409.843730057895
0,0,1,12,1,44,36785.13982626319,30503.219270767353,25721.217233733783
0,0,1,16,0,35,35857.80749168922,32500.269659064383,28939.008836188532
1,0,1,6,1,36,526.5272066213602,0.0,4548.891147279397
0,0,1,11,0,53,36761.73897638109,45150.84800040792,46370.02805045893
0,0,1,12,1,27,15094.161800642409,14516.65666596207,26419.522178156636
1,0,0,12,1,22,7308.185141797117,4582.220116851102,11970.388277420509
0,0,1,11,0,51,45129.63897166439,38031.93824546721,42233.69766021571
0,0,1,15,0,35,27349.5658462219,29226.639146231006,36968.331756178435
0,0,0,12,1,40,21431.216824587544,20702.72513880446,22987.419080827505
0,0,1,13,0,50,20104.782641291,16795.530410129453,14741.94656932974
0,0,0,15,0,17,3589.169603539831,2186.1128998199383,0.0
0,0,1,7,1,34,9192.775359944506,14820.205526174488,6395.756636562011
1,0,0,13,1,31,27326.547965892227,27824.205395586036,35209.58298926086
1,0,1,8,0,26,10963.92473199932,1045.821874372783,6171.773365690156
0,0,1,12,1,48,30787.309555250922,39784.181634941124,42964.26131739208
0,0,1,10,0,38,3817.0569338988935,9107.373589964034,10779.399703057734
0,0,1,13,0,24,0.0,1952.814225676826,0.0
0,0,1,14,1,27,14412.59649931884,13691.916430761537,19263.04829946661
0,0,0,8,0,24,0.0,10168.01221063143,0.0
1,0,1,11,1,43,8983.233540545589,10806.657752175588,27393.895869274533
0,0,1,18,0,28,23703.3904752038,20086.362928861865,47391.316089953965
0,0,1,11,0,37,24612.751891758977,21903.055735279395,41607.59744030716
1,0,1,12,0,35,23459.738207175375,25212.009448528792,31633.028406749472
0,0,1,12,0,34,14636.371843800252,20410.666038342242,9136.26492927692
0,0,1,13,1,33,32714.11485235282,30360.257815371726,27651.612872158334
0,0,1,12,1,37,28104.330893186358,19461.62195098743,26325.616816212096
0,0,0,17,0,27,27578.05727794752,22285.197494390166,38264.160835321076
0,0,1,15,1,47,19683.50279601518,22136.150125892276,24190.004773319495
0,0,1,14,0,27,14782.03117587213,10744.411376983457,17728.331927259478
0,0,1,11,0,33,17302.31622985506,23309.103635875534,13771.402808042349
0,0,1,11,0,43,47487.6542561776,53246.48090705197,24488.448957999768
0,0,1,20,1,23,9833.027898068818,8418.26915072383,17946.91028384577
0,0,1,12,1,34,10989.051863515722,20296.31777845822,11694.0114410196
1,0,1,7,0,40,8235.488441696882,16415.012703665183,5366.521988546452
0,0,1,14,1,35,22127.367005736367,21182.04675656097,22922.40903151227
0,0,1,16,0,19,10777.625306949065,10780.927385963252,23054.427268892377
0,0,0,12,1,27,31228.248184266944,29107.391048859525,16741.085136241192
0,1,0,9,0,35,27864.697315287907,8698.383490654496,24207.03029895443
1,0,1,14,1,36,9825.924375602743,9338.69975800049,28068.83213120956
1,0,1,9,0,32,11835.693327349194,9033.047497639898,32422.69579434993
0,0,1,14,1,40,18865.548954391987,20005.874648642875,11631.284202682029
0,0,1,15,0,22,19117.341089245405,12026.225290881164,26918.678113114755
0,0,1,11,0,31,0.0,4263.483357108475,19380.363364140656
1,0,1,11,1,23,30594.69621702146,34223.55679973427,36081.47085732658
0,1,1,11,1,53,24388.45069410799,18551.59296723512,16436.50340735277
0,0,1,11,0,21,2691.0196357027744,0.0,4899.848317795095
0,0,1,17,0,38,23554.119226854054,28536.268978991116,29817.461886019053
0,0,1,12,1,22,27162.068706225957,34443.14363228805,15154.854463964813
0,0,1,15,0,27,9387.607264664099,10637.819874821389,9681.254144491331
1,0,0,12,0,24,14544.368824162644,12907.341380425216,16460.816195594412
0,0,0,17,0,25,3701.26831211842,5190.2968105719265,30217.654972044485
0,0,1,11,1,31,27593.277710065133,35281.482865204314,36378.756362751425
1,0,0,13,1,18,4525.754893732736,6013.487932793816,21741.83033583853
0,0,1,15,1,42,31816.384777717147,27366.123633421237,36836.997226305524
0,0,1,8,1,39,18889.647482232343,15876.85543213124,6848.2602344665265
0,0,1,16,1,37,46699.06809342392,40908.04600810922,48088.28690855444
1,0,1,13,0,30,16942.402843014195,7152.824241187919,11426.424675032526
1,0,1,7,1,53,16129.07875377847,19122.378666938348,22479.036150383712
0,0,1,17,0,30,34900.8793210194,19337.107800874976,31924.86595159554
0,0,1,9,0,27,4127.518218970079,11659.85827399892,5531.470792321834
0,0,0,17,0,18,38784.82974393642,46403.40279085887,47217.32906364631
0,0,1,13,1,42,34543.7492375095,34134.70079701331,50478.61130314305
1,0,1,11,1,29,20571.675386321505,20815.197318324055,32770.34989711795
1,0,1,11,0,34,26967.607343161697,18803.770268609125,24561.519032311553
0,0,0,11,0,16,17732.01687712641,7087.071323029993,8416.020613046092
0,0,1,17,0,30,10435.540620406971,15186.448876958173,30990.11379887747
1,0,1,10,1,24,15119.598844943172,20419.53601643788,28308.38927308754
0,0,1,10,0,38,0.0,14149.993354278613,27986.371765101278
1,0,1,15,1,27,26891.657976608127,23664.910983586822,42328.410245382576
0,0,1,11,1,50,28531.815231398527,29435.06767804748,52733.15008439323
0,0,0,20,1,30,39132.797940327,39690.34375661715,47666.87611677403
0,0,1,19,1,28,41442.573947334095,42219.82817515181,47831.299166288074
1,0,1,8,0,26,8586.252572120426,3334.4450960243194,11918.64893568983
1,0,0,10,1,39,9757.763249691208,3339.1042432517097,11026.266322097974
1,0,1,11,1,35,15112.442481577547,8150.452179062689,13802.986526370325
0,0,1,13,0,26,9811.301280444432,13041.763124063233,17845.550405922753
1,0,1,8,1,37,28944.20867235311,23919.300409326144,38881.76326470688
0,0,1,10,0,57,37918.326935096164,24288.7076929146,31622.74593179645
1,0,1,11,1,29,12964.643812289893,4908.223527669323,28515.741034063587
1,0,1,6,1,38,8926.86268938941,20366.217190027583,21160.226668849948
0,0,1,14,0,34,36606.87559858435,45309.05719006545,26226.959249384934
0,0,1,15,1,44,41273.97429661253,33024.21100931337,38534.70640754611
0,0,0,12,1,22,19524.364671397776,13442.927606475176,26905.40427671341
0,0,1,9,0,43,23087.67279250189,27469.892877156006,27111.916451279085
0,0,1,14,1,21,23288.920470503126,28536.23457617912,46927.98902991257
1,0,0,9,1,54,19508.662029766576,28215.842850717865,23486.82732585849
1,0,1,14,0,38,26682.10911964683,29422.70921320068,21223.18637151834
0,0,0,15,1,22,484.9286767569756,0.0,30735.885360983615
0,0,0,19,1,18,11184.62012479532,19209.540904471844,21229.34271947442
0,0,1,11,1,31,21016.217590394812,10811.890359338253,24692.222160263816
1,0,1,11,0,40,24048.6951043184,18873.02166147239,16345.106880279993
0,0,0,15,0,29,20664.44958947299,28093.849164091764,25885.4369843323
0,0,1,14,1,22,1099.506028976215,1738.9148194080954,21074.118868790734
0,0,0,15,0,18,7673.047356677989,9729.458088542624,16074.523875574869
1,0,1,9,1,37,16111.259451219647,3786.8931615708098,5999.234239170065
0,0,1,12,0,36,21331.44304108699,7012.889843495319,4750.010070748282
1,0,1,9,1,36,3119.4836253649555,6469.460089649943,17144.903339190518
0,0,1,13,1,38,30357.837536924406,24979.872134209858,27648.312098693197
0,0,1,8,0,48,6264.172982445418,0.0,9492.008490528075
1,0,1,12,1,47,28298.586895836095,31192.43363327143,30104.59954434712
1,0,1,11,0,32,19527.51490911011,14005.390079616354,15635.357331116762
0,1,1,16,0,35,13561.077341713135,12368.346153065642,29038.24984575872
0,0,1,9,0,33,22291.294737563443,33312.35615113358,7893.135821539428
1,0,0,15,1,18,19403.769474098546,14464.517665481113,15898.307719719403
0,0,1,14,0,38,40607.01212489223,37217.59390925444,34482.557437732605
0,0,1,13,1,51,38330.82579357007,28202.27889367529,27469.543804156678
0,0,1,10,0,20,10745.888391969445,4434.825639599472,4259.15670882801
0,0,1,11,0,26,9443.679061228264,16855.168470341392,16247.046962531233
0,0,1,15,0,32,5037.6553761076575,15174.561601365749,9543.596979539212
0,0,1,12,0,42,4244.137107968152,9025.578719620598,0.0
1,0,1,10,0,51,22058.263248800333,22364.084208069617,12035.898183105826
1,0,1,9,1,35,2503.106489783904,3659.9057166807106,8010.1368352716045
0,0,0,15,0,18,13084.173447652338,10824.292758411622,29152.917233556258
0,0,1,12,0,39,7625.220847868617,28093.447753790664,28133.48541972301
1,0,1,7,1,41,15284.13380891409,5440.944566027592,8748.246719787538
0,0,1,16,0,27,37010.986516143814,38222.757431297636,51040.22959916209
1,0,1,10,0,34,25602.97269233265,20521.137854124674,26993.556071685078
0,0,1,15,1,55,14353.787259725643,10345.718662108118,21522.526320734934
0,0,1,15,1,39,15641.18338104749,26414.280230885386,14792.811937114671
0,0,1,13,0,31,19006.93401135765,25208.14280975229,24762.209818061798
0,0,1,14,0,61,28163.346275824224,24892.99671497577,24835.950493617194
0,0,1,13,1,46,10691.262181018068,16986.33542964814,10526.854318046593
0,0,1,9,0,36,24490.67486816454,24894.951394874683,35735.12400941071
0,0,1,9,1,34,810.5637762083861,4317.9132040164695,17197.99556119104
0,0,0,14,1,44,38452.90930297275,53268.081320103025,50013.20816406234
0,0,1,14,0,50,23376.44164234437,29075.19794303818,32030.447248993332
0,0,1,13,1,37,18041.769712132922,23597.105564636535,41083.95351726483
0,0,1,12,0,26,26958.778434561227,32825.802479600556,31112.724311264254
0,0,1,8,0,27,0.0,0.0,0.0
0,0,0,9,0,29,15296.001003735564,19415.42095243668,25093.805279210468
1,0,1,10,1,47,14881.334376752735,16880.055911707997,15788.895712208337
0,0,1,13,1,38,0.0,3629.921260127914,32955.365391433945
0,0,0,10,0,19,25702.083791007048,24535.615863003215,30328.371940203466
0,0,1,17,0,38,30249.464247711516,19125.20896357839,39675.62785219187
0,0,1,10,0,43,30499.956203849368,18796.89448934364,29296.274239066603
0,0,1,16,0,33,22615.316582320986,21797.03231975453,26052.890927361033
1,0,1,9,0,35,6196.897795479206,14893.6228126142,753.6938116290621
0,0,0,12,1,37,27914.02457769319,39886.21969090583,53391.88959726262
1,0,1,15,1,24,5973.611695568812,6049.2701704233305,13276.776512343971
0,0,1,12,1,31,29795.28929324555,22921.71105780248,36484.02038201201
0,0,1,12,1,29,3181.122760107566,6733.207244603964,18082.521155304734
0,0,1,15,1,50,56501.670025183266,57143.333374006725,55096.85062509596
0,0,1,14,1,36,12000.706320544918,28594.512442104988,45504.98951018744
0,0,1,15,1,29,39628.22847119768,29192.390790489204,36768.40400744112
1,0,0,14,1,17,23061.724373045523,17953.55355306631,5315.536096803865
0,0,0,15,1,40,3735.1139121443703,6078.6200800861825,31387.561751129226
1,0,1,15,1,22,15773.709124812018,13171.494119835023,26662.10060943792
0,0,1,14,0,31,25443.180710648343,33499.7161515357,53343.615775599894
1,0,1,14,1,34,13460.106925859925,16147.256776457984,22921.69005027164
1,0,1,12,1,29,17297.86062147167,12351.858324583176,18722.389749859154
1,0,1,6,1,55,17656.46454563552,26103.506675235505,25153.2059778413
0,0,1,15,0,32,38094.95375854356,45776.39739425671,46647.07706018098
1,0,1,9,1,47,9435.93139534819,4967.6910801593585,8499.913114369923
0,0,0,13,1,41,23525.338963071572,27018.418219620205,31845.09311647858
0,0,1,13,1,40,46536.966097825556,34164.06723336724,52963.62317090752
0,0,1,13,0,50,19228.01548663869,19684.375754331882,2510.9741558606
0,0,1,16,1,19,30983.246132115644,28017.4081735754,43974.0918628588
1,0,1,12,0,41,16374.08970330737,13538.815393776982,24129.728931454894
0,0,1,14,1,47,36531.68489236121,36016.63766668099,35503.38469717631
0,0,1,11,1,36,23824.368815171187,24301.352190084748,28657.33826760055
0,0,1,14,0,42,39183.75250119938,25567.80169705488,36360.47346738927
0,0,1,12,1,34,0.0,297.7256623504436,15037.981333032863
0,0,1,7,0,45,2517.610578576816,8394.568836539247,8428.884119424472
0,0,1,11,0,19,37069.101469545225,49371.13032680771,48328.565872146995
0,0,0,11,0,41,4416.386759690304,0.0,0.0
0,0,1,12,0,43,15367.066956343278,16087.962530158235,23950.70591889041
1,0,1,12,1,29,24350.59796988056,27031.78268979173,33256.52816880004
0,0,1,10,1,31,14663.938805406013,13546.33867708112,10582.747605371445
0,0,1,9,0,44,16242.910463316844,16082.381151880007,0.0
0,1,1,8,0,35,20779.033160050916,12804.117868685877,41498.03881600054
0,0,1,11,0,24,16209.554313325178,10119.392667799244,9835.807191178326
0,0,1,9,0,28,0.0,0.0,0.0
0,0,0,16,0,41,18546.522925553098,8703.929629250044,11226.70879416903
1,0,1,9,0,55,41264.98287757505,32009.220200253607,48828.43854935122
0,0,1,5,1,38,18531.372725771187,13242.474037143216,5423.801026845261
1,0,1,9,1,37,3942.187119447639,7442.594320947677,14110.850705579056
0,0,1,12,0,42,24388.043995046515,27203.4424535914,18666.566828243464
0,0,0,12,1,30,9416.161821765849,4886.3358090359125,23785.566564868128
0,0,1,14,1,43,18048.658425399975,25415.020907438884,32144.184474680762
0,0,1,9,0,19,10251.147209983546,15085.187753957365,18042.859048530063
0,0,0,16,1,33,27659.806153064754,33378.401039131604,30303.868136711822
1,0,0,8,0,33,0.0,0.0,9775.625635238728
0,0,1,12,1,31,5943.142747396685,13906.482999062839,19189.86030588038
0,0,1,12,1,61,22997.923261043514,24718.651483169313,12277.494120297346
0,0,1,15,0,38,36064.696204962456,33963.84873373152,39924.9786934988
0,0,1,7,1,25,0.0,0.0,4924.1636652119305
0,0,1,12,1,41,1930.3365341212339,6802.001965300733,19923.28414512165
1,0,1,13,1,34,11263.699011479075,6654.268740786323,17960.11037385298
0,0,1,10,0,42,12869.512323334624,17409.14912007213,16336.426983976737
