black,hispanic,married,nodegree,treat,age,education,re74,re75,re78
0,0,1,0,0,28,12,7.20089413103824,279.2430887484487,7002.203446241027
1,0,0,0,1,19,13,2178.1364921094105,860.7813381155415,19198.20518276722
1,0,1,1,1,28,8,0.0,0.0,5315.270008396762
1,0,0,1,1,22,9,1936.6085668442188,0.0,5283.130335885975
1,0,1,1,1,42,9,8664.000363773488,2569.8252558162894,12426.0292032566
1,0,1,1,1,28,10,6979.629245231775,0.0,6116.929289870568
1,0,1,1,1,39,9,2026.6639392494428,1553.177293154526,5155.374110721333
1,0,1,1,1,27,9,0.0,0.0,6505.932352252582
1,0,0,1,1,25,11,2116.0616143288526,4884.7274913006,5598.276175792289
1,0,0,0,1,27,12,0.0,0.0,8810.131368876944
1,0,1,1,1,39,10,1593.9155907976062,801.8900295971166,6650.654212288578
0,1,1,1,1,29,10,0.0,0.0,5136.030326136291
0,1,1,1,1,25,5,0.0,0.0,9182.311407104438
1,0,1,1,1,42,10,0.0,0.0,5190.8667539598255
0,1,0,1,1,19,13,5466.717258292189,8856.473406765068,20133.422886413886
1,0,1,1,0,27,9,3549.0977032012806,180.58652791734255,7788.248100314113
0,1,1,1,0,25,11,5948.632574282527,7490.840410765924,11407.698325382386
1,0,0,1,1,21,10,9957.248049266118,4458.455226876495,14499.626592473058
1,0,0,1,1,30,9,5074.633500041009,658.7203273322624,6336.772784696996
1,0,1,1,1,38,10,0.0,0.0,10210.963800959164
1,0,1,0,1,35,11,3682.2060356334255,85.84332221631439,9463.92248841015
1,0,0,1,1,23,10,5028.993463460469,4761.758328439928,8601.927228082655
0,0,1,1,0,27,9,9365.05809468712,5647.225622504322,7345.318309601675
0,0,0,1,0,17,9,50.88589021379994,129.03060379613726,4956.446231813201
1,0,1,1,0,27,9,6654.8289335740365,1745.210848651147,0.0
1,0,1,1,1,25,10,3191.0690453488114,0.0,11414.26348404655
1,0,1,1,1,38,11,0.0,685.7414094680337,5407.682432724206
0,0,1,0,0,28,12,6.584477028524816,508.6989717257038,14644.882723602546
0,0,0,1,0,19,10,8806.024060455125,5374.477885170327,4059.527748917129
0,0,0,1,1,16,11,5047.413581706919,318.59860171678747,4556.361544865881
1,0,1,1,1,30,10,0.0,0.0,7864.375704010115
1,0,0,1,1,20,11,0.0,0.0,6282.937304870848
0,1,1,1,0,28,10,0.0,0.0,2250.944523273411
1,0,1,1,1,27,10,0.0,1588.32464841739,13696.524746959294
1,0,1,1,1,30,11,0.0,0.0,4659.268701911075
1,0,1,0,0,35,12,0.0,0.0,4238.628787350287
1,0,1,1,1,28,11,5057.700714236153,811.7687930487857,16803.638894153057
1,0,0,1,1,28,10,10195.878636314534,1448.4648638161705,17943.20914344991
1,0,1,1,0,34,8,10928.79803905751,2284.039081078994,5863.081317361674
0,1,0,1,0,19,13,3169.2341073290436,2210.0262578289676,7404.214858806366
0,1,0,1,1,21,11,0.0,0.0,7206.392596959167
1,0,1,1,1,20,8,5796.796281257887,0.0,5043.042123814338
0,1,1,1,1,29,11,3672.219457489754,1610.0788065929084,6725.867104945019
1,0,1,1,1,21,10,432.8220086409749,1133.4950048673568,10201.884854361664
1,0,1,1,0,29,10,5350.700336900272,1338.4563708351466,8173.544950074577
1,0,1,1,1,25,10,0.0,1815.338721382385,7137.735612141065
1,0,0,0,1,33,12,0.0,0.0,11505.03402898074
1,0,0,0,1,17,12,5291.648763486124,6015.999254044044,7012.575728630018
0,0,1,1,0,21,8,3383.645631092424,2978.874879435533,4773.652364821645
1,0,1,0,1,25,12,0.0,567.8570833979854,7940.875067960349
1,0,1,1,0,17,10,11850.311771439407,4381.496003769022,2074.139537898033
1,0,1,1,0,22,8,13038.092317634691,1165.4669735915336,6757.875750903551
1,0,1,1,0,31,9,47.63516491897758,478.0571769692899,10620.57903211738
1,0,0,1,1,27,10,9412.972501561728,3440.884270754865,5821.544945426425
0,0,1,0,0,27,12,2601.69513562094,499.74016065063546,4749.061561323938
1,0,1,1,1,31,9,4457.007332208853,4262.248556712872,4378.5215509467835
1,0,1,1,0,29,10,126.3946955445615,0.0,0.0
1,0,1,1,1,43,8,2947.6260700466028,1675.4354546549175,10227.512211570394
1,0,1,0,0,20,12,0.0,0.0,12208.193627363424
1,0,1,1,0,25,13,0.0,631.7507829464122,8872.55637877963
1,0,1,1,0,31,11,0.0,600.0537236939488,6579.568656105037
0,1,0,1,0,18,8,3896.2943217297607,7656.477830127948,16237.97770052357
1,0,1,1,1,24,10,95.0138363879862,0.0,11617.158262812412
0,1,1,1,0,20,7,140.95063052927242,0.0,0.0
1,0,1,1,1,25,11,4080.2561479385363,4887.305490786154,4939.896597203227
1,0,1,1,0,30,12,10684.10067958241,7314.365492371349,7815.572200718971
1,0,1,1,1,28,12,0.0,0.0,16004.17470308963
0,1,1,1,0,25,9,0.0,1646.2439106578422,3742.1125264109414
1,0,1,1,1,25,10,3462.758842237818,1775.6726047398276,9043.866196466086
1,0,1,0,0,22,12,5012.263008072725,208.88774586129523,3301.4426831663504
1,0,1,1,0,25,13,0.0,0.0,5635.67328244381
1,0,1,1,1,26,11,8620.341499087963,2542.702774128348,5818.839964460027
1,0,1,1,1,20,10,1971.0570720367052,4600.5096193916615,11615.27644668051
1,0,0,1,0,25,12,14029.793898256397,7824.666080649013,6199.325766110456
1,0,1,1,1,22,8,6254.201378643701,977.3372125087237,5202.136026770075
1,0,1,1,1,22,8,5279.816642443593,1861.7669018489773,8722.354165146946
1,0,1,1,1,35,11,7504.622793923235,3109.3332641086854,9452.645520341313
1,0,1,1,0,27,8,2899.3085340822213,827.5088589484119,7797.5919399572595
1,0,1,1,0,22,10,1617.2713042117482,3623.7515212745498,11132.510915348617
1,0,1,1,1,28,12,0.0,0.0,8607.473520585241
1,0,1,1,1,22,9,0.0,0.0,7011.9088997162125
1,0,1,1,0,26,10,2546.943640307254,1388.2931764432396,7254.288201270746
1,0,0,1,1,27,10,0.0,1313.0253709005585,14774.464990694665
1,0,1,1,0,23,11,5130.073185827254,203.96294221683593,20688.933063465396
1,0,1,1,1,24,10,0.0,0.0,4882.600194049863
1,0,1,1,1,24,12,256.4767075460529,0.0,8412.61157416131
1,0,0,1,1,22,11,2750.8778470094558,106.62820787663054,7681.058560545617
1,0,1,1,0,35,8,5900.29302784512,614.2290638410416,5040.9486314896785
0,0,1,1,1,24,8,0.0,0.0,9960.573128165855
1,0,1,1,0,25,11,67.36736353797619,2427.560412582862,7919.5042734549925
0,1,1,1,0,25,8,1686.0015897153676,2546.672268869863,6864.575783284454
1,0,1,1,1,29,10,0.0,0.0,11203.877698186581
1,0,0,1,0,20,9,3771.637043142683,3959.4762679411165,6014.027471882806
1,0,0,1,1,20,11,6604.425763475643,1616.200971833318,4905.399732530854
1,0,1,1,1,35,8,0.0,2450.407774658784,8249.832777975622
1,0,1,1,0,46,10,0.0,0.0,2563.906454037872
1,0,1,1,1,24,9,0.0,0.0,9024.769845786377
1,0,1,1,0,25,11,2496.0160149313197,2381.97350407007,2963.4958565162674
1,0,1,0,1,28,12,0.0,0.0,15266.498891556112
1,0,1,1,1,24,12,0.0,1377.7510951861937,4804.466795653871
1,0,1,1,1,42,10,0.0,3909.7750242425823,8999.485789113041
1,0,1,1,1,27,10,0.0,0.0,13706.977843550065
1,0,0,1,0,21,10,3103.3426034786416,1312.3720669245763,3324.6389853758046
1,0,1,1,1,24,9,0.0,0.0,9013.875070869164
1,0,1,1,1,19,10,2416.3773872202673,2103.442434246431,4997.736602632066
1,0,1,1,1,22,12,5123.720247745451,2867.54648207835,13076.74538982282
1,0,0,1,1,16,9,6307.468193286734,3621.546973297474,19952.367837983118
1,0,1,1,1,31,9,5894.598471798639,1782.1089399210855,5702.737508622893
1,0,1,1,1,37,10,6147.4238508034205,2758.879532228668,10556.706453452472
1,0,1,1,0,22,10,4106.71413810188,2936.4678746653594,3702.061912228776
1,0,0,1,1,23,8,0.0,2010.8054757888294,6168.13835083684
1,0,0,1,0,23,12,0.0,2486.606953152381,0.0
1,0,1,1,0,23,11,8775.297386779352,4519.475298795186,12938.492396629823
1,0,0,0,1,21,12,0.0,1635.6137058376908,11229.833659573844
0,1,1,1,0,20,8,0.0,0.0,1843.6046284489375
1,0,1,1,0,23,12,0.0,0.0,0.0
1,0,1,1,1,19,10,7743.246608130603,4157.968322826227,20279.74112992952
1,0,0,0,1,16,12,0.0,635.5889079156466,6923.832913165179
0,0,0,1,0,19,9,5027.437556375251,3410.7642214110288,462.9928032434891
0,1,0,1,0,16,8,19.31871181084989,694.9388075204208,5428.659485433286
0,1,1,1,0,35,8,4209.074011000702,6568.886935637031,9988.632693964484
1,0,1,1,1,30,11,0.0,932.7702406370242,14664.104187698129
1,0,1,1,1,30,7,0.0,2354.9804758689315,9264.247517501164
0,1,1,0,0,33,12,0.0,0.0,6708.357522928087
1,0,1,1,0,26,10,11719.740169297213,3914.0855975560257,2609.9063990626855
1,0,1,1,1,36,10,0.0,0.0,17228.48048258725
1,0,1,1,1,28,10,9250.540740634018,3262.5318117326174,4652.649886807919
1,0,0,1,1,20,11,1918.4127176991994,3714.062861542039,16785.262958658488
1,0,0,1,1,22,10,4723.845599508824,1276.4137074349833,12771.974930039956
1,0,0,1,1,23,10,0.0,0.0,5883.2554352221005
1,0,1,0,1,26,12,0.0,2135.5808710256397,13917.372574306482
1,0,1,1,1,32,12,3052.9219462988176,3859.8406587437726,10949.27429610454
1,0,1,0,1,32,12,6615.623177818057,3181.160441799245,7355.815740165651
1,0,1,1,1,29,9,1480.220054256153,0.0,15234.91996839795
1,0,1,1,0,34,11,0.0,811.5964827104062,2186.404310280962
1,0,1,0,1,26,11,0.0,0.0,7295.149928806709
1,0,1,1,1,24,10,9922.002417065029,3731.879073124212,4899.280621814918
1,0,1,1,1,27,12,3063.5172389987492,1896.9711847863587,6556.176742844811
1,0,1,1,1,40,8,2342.135949306945,3235.492689756285,6085.429089272836
1,0,1,1,1,23,10,152.11855522837755,0.0,5001.736984686843
1,0,1,1,1,40,12,5516.360288419244,4430.458022567453,4950.158222862326
1,0,0,0,1,19,13,0.0,0.0,5228.768507785112
1,0,1,1,1,36,11,6476.096980422376,3828.268481482947,18109.829353420555
1,0,1,1,1,27,6,0.0,0.0,4705.8716032477705
1,0,1,0,0,21,12,0.0,0.0,9147.65763678885
1,0,1,0,1,21,12,6821.2921551124455,1081.6392229453106,5048.482496726097
0,1,1,0,1,36,12,0.0,0.0,11142.31482009716
1,0,0,1,1,16,9,5785.2554823020055,2259.7222689102346,11439.132428021307
1,0,1,1,1,34,11,2395.0383280290544,0.0,18802.164848049273
1,0,1,1,0,27,10,0.0,1152.6208339493937,4372.134037541989
1,0,1,1,1,25,9,0.0,0.0,8200.173538517862
1,0,1,1,1,39,7,0.0,0.0,9977.824604616628
1,0,1,1,1,34,8,2264.186476054891,0.0,21148.190639523073
1,0,0,1,0,22,11,0.0,0.0,0.0
0,0,1,0,1,22,12,2474.503481284255,109.59406091034208,23007.543481966968
1,0,1,1,0,23,10,6462.266678192192,0.0,0.0
1,0,1,1,1,22,11,0.0,0.0,8541.219915008642
1,0,1,1,1,22,10,8074.700901271196,3549.0356851674997,6414.668043674295
1,0,0,1,1,23,9,0.0,2847.0707562548914,17475.948545306685
1,0,0,1,1,22,10,7428.178549808821,1736.6660095189775,23249.02349565683
1,0,1,0,0,30,13,0.0,0.0,1317.937979900712
1,0,1,1,1,27,7,14744.343144748407,4710.408939295604,16343.420906128358
1,0,1,1,1,39,9,8829.517269357253,6791.693922011195,5456.715524899535
1,0,1,1,1,31,11,7736.006599877342,4378.686755154446,14487.369533862446
1,0,1,0,0,20,12,1552.3394457639138,1153.190453230526,6856.423135846038
1,0,1,1,1,39,11,0.0,0.0,12865.653436969082
1,0,1,1,1,27,10,4756.370075474342,4972.021358928658,9731.364364886682
0,0,1,1,1,20,10,0.0,0.0,9420.511614888579
1,0,1,1,1,24,9,1098.2403344953505,2607.2100661654667,19025.23658327597
1,0,0,1,1,18,11,2300.085474922894,2767.5509687606145,8872.707063078462
0,0,1,0,0,36,12,0.0,690.5533813556062,0.0
1,0,1,1,0,29,7,0.0,0.0,578.2371308093229
0,1,1,0,0,31,12,393.8325005644783,616.7760290904025,6758.919521153734
1,0,0,0,1,28,13,0.0,0.0,10130.88519727541
1,0,0,1,1,23,10,7440.691384089081,693.5623052543368,4974.273487395323
1,0,1,1,1,26,7,0.0,0.0,8527.004109438658
0,1,1,1,1,23,9,790.268756673175,4094.4070813037233,13233.19060252406
1,0,0,1,1,30,10,4112.743202067271,1471.4048339722533,4538.86768162042
1,0,1,1,1,32,11,9943.646442443798,7157.897246934075,17780.776156666612
0,0,1,0,0,30,12,1967.1620978551725,936.5773376242275,3672.8034181564663
1,0,0,1,0,17,9,0.0,0.0,6581.853292021087
1,0,1,1,1,24,13,0.0,843.7563714916678,10858.490161370377
1,0,1,1,1,26,9,0.0,0.0,4762.606397936163
1,0,0,1,1,31,9,0.0,0.0,14870.961951953148
0,1,1,1,0,27,9,5508.135529143989,9106.854191846931,9667.695899582437
1,0,0,1,1,20,10,0.0,0.0,14749.83745994669
0,0,1,0,0,29,12,478.38020325964186,212.19757174957016,686.7232036837249
1,0,0,1,0,27,12,0.0,0.0,901.0688167087187
1,0,1,1,1,24,10,4807.5329114201995,0.0,8381.713993613412
1,0,1,1,1,25,11,3466.4701771625314,0.0,6092.09813438965
1,0,1,1,1,31,9,8055.61182902962,3473.669120142801,11576.038565487268
0,0,1,1,1,20,11,0.0,0.0,6310.45726093813
1,0,1,1,1,32,9,0.0,0.0,10818.556036827538
0,1,1,1,0,38,11,2205.8742591964674,3291.289505306572,7505.742814156172
1,0,0,1,0,16,9,0.0,0.0,5938.553367981307
0,0,0,0,0,27,12,0.0,586.1914620845803,21062.829870646572
1,0,1,1,1,28,9,0.0,0.0,17530.329205618626
1,0,1,1,1,22,9,12957.176779008856,8535.95333330278,8759.376711094323
0,0,1,1,0,24,9,0.0,272.60401589254434,10582.01340217439
1,0,0,1,1,24,11,0.0,0.0,13187.314870167756
1,0,1,1,1,29,10,8038.331314192147,2783.3378840565865,22819.421388769675
1,0,1,1,0,20,10,11965.343641973257,4314.600752666231,7083.876532119893
0,1,0,1,1,16,7,0.0,0.0,5829.43758199892
1,0,1,1,1,29,10,0.0,0.0,10922.138958549032
1,0,1,1,1,32,10,1015.6870531034936,0.0,5197.324220753253
0,0,0,1,0,22,11,3065.6233202593708,3634.6512636778853,0.0
0,0,0,1,0,18,11,2450.250060731603,1527.4884522805876,353.7146088006921
1,0,1,1,1,29,10,11258.900398835372,3053.830577388734,8174.943110357113
1,0,1,1,1,17,8,9804.875195106528,5391.834746915578,8835.91694125006
1,0,1,1,0,29,10,989.3222536567421,1285.1209024444265,11817.753674052576
1,0,1,0,1,31,12,327.1074414388379,2907.014841129464,5067.972550465238
0,1,1,0,1,34,12,0.0,0.0,11854.59554405709
1,0,1,0,0,24,12,0.0,0.0,5722.31752813649
1,0,1,1,1,19,11,6725.355110547616,4012.4449415869735,23871.28091125703
1,0,1,1,1,26,8,10978.194555074857,4201.858798540903,5880.865981041003
1,0,1,1,1,24,9,0.0,570.6085853619521,14057.498533979277
1,0,1,1,0,25,11,0.0,0.0,16852.15394338722
1,0,1,1,1,31,10,0.0,353.908438470208,13159.642470395753
0,1,1,1,0,26,11,0.0,1967.3787611146968,4742.404091810273
1,0,1,1,1,40,10,0.0,3635.3139490006074,14051.987730638251
0,0,0,1,0,19,9,0.0,0.0,1578.0993684850018
1,0,0,1,1,19,11,5504.023936235948,1984.487922772243,12658.34208770961
1,0,1,0,0,35,12,0.0,1876.543693823277,3633.921596695239
1,0,1,1,1,24,10,0.0,0.0,4924.143871088206
1,0,1,1,0,32,12,4304.228399041645,228.46605290416653,4844.994914844205
1,0,1,1,1,26,11,2984.290305126423,0.0,9135.751052326606
1,0,0,1,1,18,10,2959.5309337556755,502.760467446746,9862.452694194246
1,0,1,1,0,31,9,6009.3554311513735,2502.7076265110845,2628.4778445200086
1,0,1,1,1,29,8,11333.56945188675,0.0,7938.961363914368
1,0,0,0,0,16,13,842.0413105452233,0.0,6022.1287313691955
1,0,1,1,1,26,11,9674.198476706542,5031.66057323214,5251.579620219473
1,0,0,0,1,22,12,5744.220468912134,2704.9394646591054,17308.828901253863
1,0,0,1,1,28,10,0.0,2248.6355244526176,5673.569165555539
1,0,1,0,0,27,12,6946.476850191188,322.02610027982155,4087.7345211517377
0,1,1,1,0,25,10,0.0,0.0,3821.4655732935203
1,0,1,1,1,27,10,10870.809509725874,8066.6355308195725,5782.294941146048
0,0,0,1,0,22,11,0.0,0.0,3855.093837555743
1,0,1,1,1,22,10,0.0,276.15843846925804,7788.917664355811
1,0,1,1,1,38,10,0.0,2674.84495666385,9072.365943511444
0,1,0,1,1,25,5,1508.2043390405288,0.0,4595.146390289497
1,0,1,1,1,24,11,2267.0481525669234,1747.5685363098369,4909.318887569712
1,0,1,1,1,31,9,0.0,0.0,11159.322841788555
1,0,1,1,1,24,9,0.0,0.0,15468.899303497154
1,0,1,1,1,20,11,4760.919541704769,2172.1740113268634,6772.935850655878
0,0,0,1,0,21,10,9782.899345245401,9979.146259115252,3851.243599435798
1,0,1,1,1,35,9,0.0,2035.0311812868285,4662.338828867688
1,0,1,1,1,35,11,0.0,0.0,15551.612457999956
1,0,1,1,0,46,8,699.1888647056569,0.0,6167.980081874013
0,0,1,0,1,28,12,0.0,14.310180199426725,11737.443666681322
1,0,0,0,0,27,12,2582.4631764138653,3532.000683624381,0.0
1,0,1,1,1,31,10,0.0,0.0,9075.358818086108
1,0,1,0,0,27,12,845.8189121643736,687.2172576246091,613.672340760666
0,0,1,1,0,25,11,14464.27924681634,5719.503170214547,6777.735116617829
1,0,1,1,0,32,10,0.0,0.0,3104.815523718535
1,0,1,1,0,18,9,4872.66748949182,181.51852792842294,2178.9389240836504
0,1,1,1,1,25,11,4198.108885521265,6222.6972533926055,17272.85258689825
1,0,1,1,0,29,10,2523.1628733758835,1461.4957121398234,2573.416828143298
0,0,1,0,0,31,12,0.0,459.873695210611,5262.251442982216
1,0,0,1,1,21,8,0.0,1256.2645230033434,5622.089599883006
1,0,1,1,1,33,8,6097.341120799729,0.0,16180.005213351387
0,1,1,1,1,35,12,1550.8847642277951,2799.556504998842,16953.805842029644
1,0,1,1,1,19,10,3158.2839139371663,3888.4381830720963,7120.7425946850335
1,0,0,1,1,33,12,8716.876623682267,8518.68204286685,7146.118992315287
1,0,1,0,1,35,12,0.0,0.0,4955.312989272477
1,0,0,1,1,32,10,0.0,0.0,14938.871986155196
1,0,0,0,0,18,12,6266.321286689445,1801.5061134596526,8709.841727877769
1,0,0,1,1,31,9,0.0,78.10706251906618,15696.581831898277
1,0,0,1,0,21,9,0.0,0.0,4598.447033752521
1,0,1,1,1,33,9,0.0,0.0,6227.52986775802
1,0,1,0,0,32,12,1014.7287148094842,1385.1795906675839,3756.9788124885895
1,0,1,1,1,34,10,10764.38488849079,6999.242581644152,5044.105843193265
1,0,0,0,0,19,12,0.0,2549.820910674551,4939.475718358005
1,0,1,0,1,25,12,5055.078853288042,250.75732068352158,10604.870291936066
1,0,1,0,0,28,13,3107.84243306044,2190.0159962845564,0.0
1,0,1,1,0,32,9,13864.499496948494,8061.835597001232,1027.8244561796319
1,0,0,1,1,31,9,0.0,0.0,16258.85082822828
1,0,1,1,1,35,9,6733.735364653055,4351.807976465363,5101.954293658148
1,0,0,0,0,22,12,1110.0375712038672,1575.3303173810546,0.0
1,0,1,1,1,27,9,0.0,0.0,4893.212716825969
1,0,1,1,0,27,11,0.0,572.1831393236134,8713.452760145272
1,0,1,1,1,29,8,12111.06797993874,3141.1766830908996,7425.1908373149645
1,0,1,1,0,31,8,5533.036263656231,65.69096372370655,8114.563885400137
1,0,1,0,1,31,13,2716.971888995511,0.0,11872.918006555345
1,0,1,1,1,28,9,11349.700237490706,4837.428720359334,8646.708891411583
1,0,1,1,1,31,10,0.0,0.0,5604.156884072637
1,0,1,1,1,31,10,4832.120057389684,2484.832872944392,4759.1524046957375
